ts,role,fps,goodput_mbps,latency_ms_p50,latency_ms_p95,cpu_pct,mem_mb,temp_c,drops,tag_fail
1762027520.216610156Z,receiver,16.00,1.43,0.46,0.94,7.0,2166.3,57.8,0,0
1762027520.466447199Z,sender,16.00,1.11,NaN,NaN,7.0,2167.0,57.3,0,0
1762027520.467023142Z,receiver,16.00,1.11,0.46,0.94,7.0,2167.0,57.3,0,0
1762027520.716791111Z,sender,16.00,1.27,NaN,NaN,7.9,2167.5,57.8,0,0
1762027520.717365776Z,receiver,16.00,1.27,0.46,0.94,7.9,2167.5,57.8,0,0
1762027520.967155430Z,sender,12.00,1.09,NaN,NaN,5.9,2167.7,56.8,0,0
1762027520.967789780Z,receiver,12.00,1.09,0.46,0.94,5.9,2167.7,58.4,0,0
1762027521.217506497Z,sender,16.00,1.31,NaN,NaN,6.1,2167.5,57.3,0,0
1762027521.218226254Z,receiver,16.00,1.31,0.46,0.94,6.1,2167.5,57.3,0,0
1762027521.467862566Z,sender,16.00,1.30,NaN,NaN,6.1,2167.3,57.8,0,0
1762027521.468632267Z,receiver,16.00,1.30,0.46,0.94,6.1,2167.3,57.8,0,0
1762027521.718216931Z,sender,16.00,1.27,NaN,NaN,7.0,2167.3,57.3,0,0
1762027521.718999373Z,receiver,16.00,1.27,0.46,0.94,6.9,2167.3,57.3,0,0
1762027521.968568758Z,sender,12.00,0.84,NaN,NaN,5.0,2167.3,57.3,0,0
1762027521.969472867Z,receiver,12.00,0.84,0.46,0.94,5.1,2167.3,57.3,0,0
1762027522.218914668Z,sender,16.00,1.23,NaN,NaN,6.1,2164.8,56.8,0,0
1762027522.219899387Z,receiver,16.00,1.23,0.46,0.94,6.1,2164.8,56.8,0,0
1762027522.469265671Z,sender,16.00,1.29,NaN,NaN,5.1,2166.0,56.8,0,0
1762027522.470321908Z,receiver,16.00,1.29,0.46,0.94,5.1,2166.0,57.3,0,0
1762027522.719625285Z,sender,16.00,1.50,NaN,NaN,6.1,2166.0,57.3,0,0
1762027522.720718115Z,receiver,16.00,1.50,0.46,0.94,7.0,2166.0,57.3,0,0
1762027522.969998973Z,sender,12.00,0.62,NaN,NaN,5.9,2167.2,56.8,0,0
1762027522.971203155Z,receiver,12.00,0.62,0.46,0.94,5.0,2167.2,56.8,0,0
1762027523.220357539Z,sender,16.00,1.42,NaN,NaN,5.2,2164.5,57.3,0,0
1762027523.221702387Z,receiver,16.00,1.42,0.46,0.94,5.2,2164.5,57.3,0,0
1762027523.470720291Z,sender,16.00,1.50,NaN,NaN,7.0,2165.4,57.3,0,0
1762027523.472158657Z,receiver,16.00,1.50,0.46,0.94,7.0,2165.4,57.3,0,0
1762027523.721080802Z,sender,16.00,1.39,NaN,NaN,9.7,2166.1,57.8,0,0
1762027523.722596539Z,receiver,16.00,1.39,0.46,0.94,9.7,2166.1,57.8,0,0
1762027523.971628017Z,sender,12.00,0.87,NaN,NaN,6.9,2166.3,57.3,0,0
1762027523.973116976Z,receiver,12.00,0.87,0.46,0.94,7.8,2166.3,57.3,0,0
1762027524.222011739Z,sender,16.00,1.25,NaN,NaN,6.1,2166.1,56.2,0,0
1762027524.223527976Z,receiver,16.00,1.25,0.46,0.94,5.1,2166.1,57.3,0,0
1762027524.472357259Z,sender,16.00,1.18,NaN,NaN,7.0,2166.3,57.8,0,0
1762027524.473927717Z,receiver,16.00,1.18,0.46,0.94,7.0,2166.3,57.8,0,0
1762027524.722782112Z,sender,16.00,1.43,NaN,NaN,8.8,2166.8,57.8,0,0
1762027524.724356478Z,receiver,16.00,1.43,0.46,0.94,8.8,2166.8,57.8,0,0
1762027524.973163298Z,sender,12.00,1.01,NaN,NaN,5.0,2167.0,56.8,0,0
1762027524.975429218Z,receiver,12.00,1.01,0.46,0.94,5.1,2167.0,56.8,0,0
1762027525.223515399Z,sender,16.00,1.12,NaN,NaN,7.0,2165.6,57.3,0,0
1762027525.225929522Z,receiver,16.00,1.12,0.46,0.94,7.8,2164.2,57.3,0,0
1762027525.473871279Z,sender,16.00,1.32,NaN,NaN,7.0,2164.6,57.3,0,0
1762027525.476277902Z,receiver,16.00,1.32,0.46,0.94,6.1,2164.6,57.3,0,0
1762027525.724228900Z,sender,16.00,1.37,NaN,NaN,6.1,2165.1,57.8,0,0
1762027525.726735911Z,receiver,16.00,1.37,0.46,0.94,6.1,2165.1,58.4,0,0
1762027525.974617168Z,sender,16.00,1.16,NaN,NaN,6.0,2165.8,58.4,0,0
1762027525.977092976Z,receiver,16.00,1.16,0.46,0.94,7.9,2165.8,57.3,0,0
1762027526.225021888Z,sender,12.00,0.98,NaN,NaN,4.1,2164.4,57.3,0,0
1762027526.227520196Z,receiver,12.00,0.98,0.46,0.94,2.1,2164.4,57.3,0,0
1762027526.475386850Z,sender,16.00,1.24,NaN,NaN,6.1,2164.9,56.8,0,0
1762027526.477967251Z,receiver,16.00,1.24,0.46,0.94,6.1,2164.9,56.8,0,0
1762027526.725736405Z,sender,16.00,1.25,NaN,NaN,7.9,2164.9,57.8,0,0
1762027526.728402046Z,receiver,16.00,1.25,0.46,0.94,7.9,2164.9,57.8,0,0
1762027526.977107290Z,sender,16.00,1.43,NaN,NaN,6.9,2165.4,57.8,0,0
1762027526.978859266Z,receiver,16.00,1.43,0.46,0.94,7.0,2165.4,57.8,0,0
1762027527.227457500Z,sender,12.00,0.78,NaN,NaN,4.1,2163.7,57.3,0,0
1762027527.229307180Z,receiver,12.00,0.78,0.46,0.94,4.0,2163.9,57.3,0,0
1762027527.477828488Z,sender,16.00,1.43,NaN,NaN,8.8,2164.1,56.8,0,0
1762027527.479740057Z,receiver,16.00,1.43,0.46,0.94,8.8,2164.1,57.8,0,0
1762027527.728239272Z,sender,16.00,1.28,NaN,NaN,6.1,2164.4,57.3,0,0
1762027527.730130767Z,receiver,16.00,1.28,0.46,0.94,6.1,2164.4,57.8,0,0
1762027527.978764538Z,sender,16.00,1.21,NaN,NaN,7.9,2164.8,57.8,0,0
1762027527.980614292Z,receiver,16.00,1.21,0.46,0.94,7.9,2164.8,57.8,0,0
1762027528.229143811Z,sender,12.00,1.06,NaN,NaN,5.9,2163.4,57.3,0,0
1762027528.231100584Z,receiver,12.00,1.06,0.46,0.94,6.0,2163.4,57.3,0,0
1762027528.479500363Z,sender,16.00,1.25,NaN,NaN,7.0,2163.9,57.3,0,0
1762027528.481512746Z,receiver,16.00,1.25,0.46,0.94,6.9,2163.9,57.3,0,0
1762027528.729869341Z,sender,16.00,1.23,NaN,NaN,7.0,2164.3,56.2,0,0
1762027528.731864243Z,receiver,16.00,1.23,0.46,0.94,7.1,2164.3,56.2,0,0
1762027528.980428318Z,sender,16.00,1.30,NaN,NaN,4.1,2164.5,58.4,0,0
1762027528.982322702Z,receiver,16.00,1.30,0.46,0.94,4.1,2164.5,58.4,0,0
1762027529.230826450Z,sender,12.00,0.78,NaN,NaN,5.1,2164.0,57.8,0,0
1762027529.232721686Z,receiver,12.00,0.78,0.46,0.94,5.0,2164.0,57.8,0,0
1762027529.481229232Z,sender,16.00,1.29,NaN,NaN,6.1,2165.0,56.8,0,0
1762027529.483124745Z,receiver,16.00,1.29,0.46,0.94,6.1,2165.0,57.3,0,0
1762027529.731659088Z,sender,16.00,1.48,NaN,NaN,7.0,2165.2,56.8,0,0
1762027529.733462842Z,receiver,16.00,1.48,0.46,0.94,7.0,2165.2,56.8,0,0
1762027529.982014814Z,sender,16.00,1.10,NaN,NaN,6.1,2165.4,57.8,0,0
1762027529.983817216Z,receiver,16.00,1.10,0.46,0.94,7.0,2165.4,57.8,0,0
1762027530.232365510Z,sender,12.00,1.16,NaN,NaN,5.0,2163.7,57.8,0,0
1762027530.234218597Z,receiver,12.00,1.16,0.46,0.96,4.1,2163.7,57.8,0,0
1762027530.482769058Z,sender,16.00,1.06,NaN,NaN,4.1,2163.7,57.3,0,0
1762027530.484535683Z,receiver,16.00,1.06,0.46,0.96,4.1,2163.7,57.3,0,0
1762027530.733120995Z,sender,16.00,1.51,NaN,NaN,6.1,2164.4,57.3,0,0
1762027530.734846343Z,receiver,16.00,1.51,0.47,0.96,6.1,2164.4,58.4,0,0
1762027530.983468840Z,sender,16.00,1.06,NaN,NaN,8.8,2164.7,58.4,0,0
1762027530.985164373Z,receiver,16.00,1.06,0.47,0.96,8.7,2164.7,57.3,0,0
1762027531.233821525Z,sender,12.00,1.08,NaN,NaN,6.9,2163.4,57.8,0,0
1762027531.235957631Z,receiver,12.00,1.08,0.47,0.96,6.9,2163.4,57.8,0,0
1762027531.484185266Z,sender,16.00,1.24,NaN,NaN,6.1,2163.9,57.3,0,0
1762027531.486278224Z,receiver,16.00,1.24,0.47,0.96,6.1,2163.9,57.3,0,0
1762027531.734551118Z,sender,16.00,1.35,NaN,NaN,7.9,2163.9,58.4,0,0
1762027531.736613131Z,receiver,16.00,1.35,0.47,0.96,7.9,2163.9,58.4,0,0
1762027531.984902730Z,sender,16.00,1.25,NaN,NaN,7.9,2164.1,57.3,0,0
1762027531.986975280Z,receiver,16.00,1.25,0.47,0.96,7.9,2164.1,57.3,0,0
1762027532.235303737Z,sender,12.00,0.91,NaN,NaN,6.0,2162.5,57.8,0,0
1762027532.237409083Z,receiver,12.00,0.91,0.47,0.96,6.0,2162.5,58.4,0,0
1762027532.485664967Z,sender,16.00,1.28,NaN,NaN,6.9,2162.8,58.4,0,0
1762027532.487734147Z,receiver,16.00,1.28,0.47,0.96,7.0,2162.8,57.3,0,0
1762027532.736020734Z,sender,16.00,1.58,NaN,NaN,8.0,2163.0,57.3,0,0
1762027532.738043006Z,receiver,16.00,1.58,0.47,0.96,7.9,2163.0,57.3,0,0
1762027532.986371056Z,sender,16.00,0.94,NaN,NaN,5.1,2163.9,57.8,0,0
1762027532.988414181Z,receiver,16.00,0.94,0.47,0.96,5.1,2163.9,57.8,0,0
1762027533.236877181Z,sender,12.00,1.12,NaN,NaN,4.1,2163.3,57.8,0,0
1762027533.238879973Z,receiver,12.00,1.12,0.47,0.96,4.1,2163.3,57.8,0,0
1762027533.487269141Z,sender,16.00,1.55,NaN,NaN,6.1,2163.1,58.4,0,0
1762027533.489238821Z,receiver,16.00,1.55,0.47,0.96,6.0,2163.1,58.4,0,0
1762027533.737626304Z,sender,16.00,1.22,NaN,NaN,5.1,2163.6,57.8,0,0
1762027533.739800335Z,receiver,16.00,1.22,0.47,0.96,5.1,2163.6,57.8,0,0
1762027533.987982689Z,sender,16.00,1.34,NaN,NaN,8.8,2163.6,57.3,0,0
1762027533.990164480Z,receiver,16.00,1.34,0.47,0.96,8.8,2163.6,57.8,0,0
1762027534.239332282Z,sender,12.00,0.91,NaN,NaN,6.0,2162.5,58.4,0,0
1762027534.240573723Z,receiver,16.00,1.27,0.47,0.96,7.0,2162.5,59.0,0,0
1762027534.489694452Z,sender,16.00,1.39,NaN,NaN,6.1,2162.7,58.4,0,0
1762027534.490940134Z,receiver,12.00,1.03,0.47,0.96,5.1,2162.7,58.4,0,0
1762027534.740043585Z,sender,16.00,1.15,NaN,NaN,7.0,2162.7,57.3,0,0
1762027534.741287878Z,receiver,16.00,1.15,0.47,0.96,7.0,2162.7,57.3,0,0
1762027534.990403978Z,sender,16.00,1.19,NaN,NaN,8.8,2162.9,57.3,0,0
1762027534.991665475Z,receiver,16.00,1.19,0.47,0.96,8.8,2163.2,57.3,0,0
1762027535.240866339Z,sender,12.00,0.97,NaN,NaN,7.9,2162.9,58.4,0,0
1762027535.243433389Z,receiver,16.00,1.38,0.47,0.96,7.9,2162.9,58.4,0,0
1762027535.491253628Z,sender,16.00,1.38,NaN,NaN,6.0,2163.1,57.8,0,0
1762027535.493770269Z,receiver,12.00,0.97,0.47,0.96,6.0,2163.1,57.8,0,0
1762027535.741614638Z,sender,16.00,1.31,NaN,NaN,7.0,2163.1,58.4,0,0
1762027535.744099428Z,receiver,16.00,1.31,0.47,0.96,7.0,2163.1,57.3,0,0
1762027535.991980797Z,sender,16.00,1.19,NaN,NaN,8.8,2163.1,58.4,0,0
1762027535.994526383Z,receiver,16.00,1.19,0.47,0.96,8.8,2163.1,58.4,0,0
1762027536.242761424Z,sender,16.00,1.22,NaN,NaN,7.1,2162.0,57.3,0,0
1762027536.245106288Z,receiver,16.00,1.22,0.47,0.96,7.1,2162.0,56.8,0,0
1762027536.493112237Z,sender,12.00,0.95,NaN,NaN,5.0,2162.0,56.8,0,0
1762027536.495539583Z,receiver,12.00,0.95,0.47,0.96,5.0,2162.0,56.8,0,0
1762027536.743472218Z,sender,16.00,1.37,NaN,NaN,11.0,2165.3,58.4,0,0
1762027536.746136007Z,receiver,16.00,1.37,0.47,0.96,11.0,2165.3,58.4,0,0
1762027536.993824420Z,sender,16.00,1.24,NaN,NaN,10.0,2166.7,57.8,0,0
1762027536.996563025Z,receiver,16.00,1.24,0.47,0.96,10.1,2166.7,57.8,0,0
1762027537.244403055Z,sender,16.00,1.22,NaN,NaN,10.1,2166.5,58.4,0,0
1762027537.246964919Z,receiver,16.00,1.22,0.47,0.96,10.0,2166.5,58.4,0,0
1762027537.494774356Z,sender,12.00,1.06,NaN,NaN,9.0,2166.5,57.8,0,0
1762027537.497299684Z,receiver,12.00,1.06,0.47,0.96,9.0,2166.5,58.4,0,0
1762027537.745143084Z,sender,16.00,1.19,NaN,NaN,9.1,2166.5,57.8,0,0
1762027537.747643911Z,receiver,16.00,1.19,0.47,0.96,9.1,2166.5,58.4,0,0
1762027537.995506368Z,sender,16.00,1.28,NaN,NaN,8.9,2166.5,57.3,0,0
1762027537.997966751Z,receiver,16.00,1.28,0.47,0.96,9.8,2166.5,57.3,0,0
1762027538.246053435Z,sender,16.00,1.24,NaN,NaN,8.0,2165.9,57.8,0,0
1762027538.248308763Z,receiver,16.00,1.24,0.47,0.96,7.1,2165.9,57.8,0,0
1762027538.496442428Z,sender,12.00,1.07,NaN,NaN,4.1,2166.3,58.4,0,0
1762027538.498648590Z,receiver,12.00,1.07,0.47,0.96,4.1,2166.3,58.4,0,0
1762027538.746795885Z,sender,16.00,1.17,NaN,NaN,5.1,2165.6,57.8,0,0
1762027538.748953528Z,receiver,16.00,1.17,0.47,0.96,5.1,2165.6,57.8,0,0
1762027538.997162231Z,sender,16.00,1.44,NaN,NaN,5.0,2165.6,58.4,0,0
1762027538.999284763Z,receiver,16.00,1.44,0.47,0.96,5.1,2165.6,56.8,0,0
1762027539.247731786Z,sender,16.00,1.19,NaN,NaN,8.2,2166.3,58.4,0,0
1762027539.249609855Z,receiver,16.00,1.19,0.47,0.96,10.0,2166.3,57.3,0,0
1762027539.498091601Z,sender,12.00,0.84,NaN,NaN,6.9,2167.5,57.3,0,0
1762027539.499932430Z,receiver,12.00,0.84,0.47,0.96,5.0,2167.5,57.3,0,0
1762027539.748464972Z,sender,16.00,1.28,NaN,NaN,6.1,2167.5,57.8,0,0
1762027539.750266282Z,receiver,16.00,1.28,0.47,0.96,6.1,2167.5,57.8,0,0
1762027539.998822324Z,sender,16.00,1.25,NaN,NaN,6.1,2167.5,58.4,0,0
1762027540.000584690Z,receiver,16.00,1.25,0.47,0.96,6.1,2167.5,58.4,0,0
1762027540.249351089Z,sender,16.00,1.48,NaN,NaN,7.1,2167.4,58.4,0,0
1762027540.250908234Z,receiver,16.00,1.48,0.47,0.96,7.1,2167.4,58.4,0,0
1762027540.499701170Z,sender,12.00,0.78,NaN,NaN,18.2,2174.3,58.4,0,0
1762027540.501275537Z,receiver,12.00,0.78,0.47,0.96,18.2,2174.3,58.4,0,0
1762027540.750055473Z,sender,16.00,1.27,NaN,NaN,6.9,2176.6,57.8,0,0
1762027540.751577951Z,receiver,16.00,1.27,0.47,0.96,7.0,2176.6,56.8,0,0
1762027541.000414369Z,sender,16.00,1.28,NaN,NaN,7.0,2176.6,57.3,0,0
1762027541.001908291Z,receiver,16.00,1.28,0.47,0.96,7.0,2176.6,57.3,0,0
1762027541.251002140Z,sender,16.00,1.28,NaN,NaN,22.7,2213.4,59.0,0,0
1762027541.252243786Z,receiver,16.00,1.28,0.47,0.96,22.4,2213.4,59.0,0,0
1762027541.501572672Z,sender,12.00,1.17,NaN,NaN,28.3,2214.9,59.0,0,0
1762027541.502551243Z,receiver,12.00,1.17,0.47,0.96,28.6,2214.9,59.0,0,0
1762027541.751932111Z,sender,16.00,1.13,NaN,NaN,30.0,2239.1,59.5,0,0
1762027541.752802220Z,receiver,16.00,1.13,0.47,0.96,30.0,2239.1,59.5,0,0
1762027542.002242939Z,sender,16.00,1.41,NaN,NaN,31.0,2243.4,59.5,0,0
1762027542.003066844Z,receiver,16.00,1.41,0.47,0.96,30.7,2243.4,59.5,0,0
1762027542.252553940Z,sender,16.00,1.06,NaN,NaN,32.3,2253.0,59.0,0,0
1762027542.253333197Z,receiver,16.00,1.06,0.47,0.96,32.7,2253.0,59.0,0,0
1762027542.502996070Z,sender,12.00,1.00,NaN,NaN,30.3,2269.5,60.0,0,0
1762027542.505417490Z,receiver,12.00,1.00,0.47,0.96,30.3,2269.5,60.6,0,0
1762027542.753322015Z,sender,16.00,1.63,NaN,NaN,33.7,2338.0,60.6,0,0
1762027542.755738991Z,receiver,16.00,1.63,0.47,0.96,33.3,2338.0,60.6,0,0
1762027543.003632924Z,sender,16.00,1.00,NaN,NaN,30.7,2338.0,60.0,0,0
1762027543.006007474Z,receiver,16.00,1.00,0.47,0.96,31.4,2338.0,60.0,0,0
1762027543.255846223Z,sender,16.00,1.54,NaN,NaN,33.0,2365.5,60.6,0,0
1762027543.256283944Z,receiver,16.00,1.54,0.48,0.97,32.3,2365.5,60.6,0,0
1762027543.506481655Z,sender,16.00,1.30,NaN,NaN,28.3,2365.5,60.0,0,0
1762027543.507413764Z,receiver,16.00,1.30,0.48,0.97,28.3,2365.5,60.0,0,0
1762027543.756894847Z,sender,12.00,0.96,NaN,NaN,30.4,2366.7,59.5,0,0
1762027543.757820105Z,receiver,12.00,0.96,0.48,0.97,30.4,2366.7,59.5,0,0
1762027544.007331577Z,sender,16.00,1.43,NaN,NaN,30.7,2368.3,60.0,0,0
1762027544.008168927Z,receiver,16.00,1.43,0.48,0.97,31.0,2368.3,60.0,0,0
1762027544.257713145Z,sender,16.00,1.11,NaN,NaN,30.3,2368.7,59.0,0,0
1762027544.258511940Z,receiver,16.00,1.11,0.48,0.97,30.3,2368.7,60.6,0,0
1762027544.508351954Z,sender,16.00,1.36,NaN,NaN,30.0,2368.7,60.6,0,0
1762027544.510499283Z,receiver,16.00,1.36,0.48,0.97,30.0,2368.7,60.6,0,0
1762027544.758827726Z,sender,12.00,0.99,NaN,NaN,15.2,2357.0,59.5,0,0
1762027544.760923129Z,receiver,12.00,0.99,0.48,0.97,15.8,2357.0,59.5,0,0
1762027545.010509273Z,sender,16.00,1.15,NaN,NaN,13.9,2354.4,60.6,0,0
1762027545.011284475Z,receiver,16.00,1.15,0.48,0.97,13.0,2354.4,60.6,0,0
1762027545.260899867Z,sender,16.00,1.38,NaN,NaN,14.9,2352.1,60.6,0,0
1762027545.261701494Z,receiver,16.00,1.38,0.48,0.97,15.0,2352.2,60.6,0,0
1762027545.511491163Z,sender,16.00,1.33,NaN,NaN,6.9,2339.9,59.5,0,0
1762027545.512074532Z,receiver,16.00,1.33,0.48,0.97,7.8,2339.9,59.5,0,0
1762027545.761786608Z,sender,12.00,0.95,NaN,NaN,7.9,2334.3,58.4,0,0
1762027545.762401977Z,receiver,12.00,0.95,0.48,0.97,7.0,2334.3,58.4,0,0
1762027546.012121794Z,sender,16.00,1.21,NaN,NaN,9.9,2332.3,60.0,0,0
1762027546.012732422Z,receiver,16.00,1.21,0.48,0.97,9.8,2332.3,60.0,0,0
1762027546.262410634Z,sender,16.00,1.20,NaN,NaN,5.9,2327.1,60.0,0,0
1762027546.262963911Z,receiver,16.00,1.20,0.48,0.97,6.0,2327.1,60.0,0,0
1762027546.513370658Z,receiver,16.00,1.37,0.48,0.97,5.1,2327.1,60.0,0,0
1762027546.513463380Z,sender,16.00,1.37,NaN,NaN,5.1,2327.1,60.0,0,0
1762027546.763816349Z,sender,12.00,1.01,NaN,NaN,4.0,2326.8,60.0,0,0
1762027546.764045108Z,receiver,12.00,1.01,0.48,0.97,3.1,2326.8,60.0,0,0
1762027547.014317429Z,sender,16.00,1.21,NaN,NaN,6.1,2327.1,59.0,0,0
1762027547.014583984Z,receiver,16.00,1.21,0.48,0.97,7.0,2327.1,59.0,0,0
1762027547.264746793Z,sender,16.00,1.19,NaN,NaN,10.0,2319.4,58.4,0,0
1762027547.264996793Z,receiver,16.00,1.19,0.48,0.97,10.0,2319.4,58.4,0,0
1762027547.515279768Z,sender,16.00,1.26,NaN,NaN,7.0,2319.4,61.2,0,0
1762027547.515413546Z,receiver,16.00,1.26,0.48,0.97,7.0,2319.4,61.2,0,0
1762027547.765902224Z,receiver,12.00,0.98,0.48,0.97,4.0,2319.6,58.4,0,0
1762027547.766162205Z,sender,12.00,0.98,NaN,NaN,4.0,2319.6,58.4,0,0
1762027548.016412144Z,receiver,16.00,1.36,0.48,0.97,7.0,2319.8,59.0,0,0
1762027548.016589792Z,sender,16.00,1.36,NaN,NaN,7.0,2319.8,59.0,0,0
1762027548.266967624Z,receiver,16.00,1.19,0.48,0.97,6.1,2310.0,60.0,0,0
1762027548.267043365Z,sender,16.00,1.19,NaN,NaN,6.1,2310.0,60.0,0,0
1762027548.517427142Z,sender,16.00,1.23,NaN,NaN,6.9,2310.0,60.0,0,0
1762027548.517589623Z,receiver,16.00,1.23,0.48,0.97,6.9,2310.0,60.0,0,0
1762027548.768321103Z,receiver,12.00,1.04,0.48,0.97,5.1,2310.3,57.8,0,0
1762027548.768559306Z,sender,12.00,1.04,NaN,NaN,5.1,2310.3,57.8,0,0
1762027549.018889010Z,sender,16.00,1.20,NaN,NaN,6.9,2310.3,59.5,0,0
1762027549.019052732Z,receiver,16.00,1.20,0.48,0.97,6.9,2310.3,59.5,0,0
1762027549.269261867Z,sender,16.00,1.24,NaN,NaN,7.9,2296.1,60.0,0,0
1762027549.269587144Z,receiver,16.00,1.24,0.48,0.97,7.9,2296.1,60.0,0,0
1762027549.519656890Z,sender,16.00,1.29,NaN,NaN,4.1,2296.1,59.5,0,0
1762027549.519968760Z,receiver,16.00,1.29,0.48,0.97,5.1,2296.1,59.5,0,0
1762027549.770293820Z,sender,12.00,1.10,NaN,NaN,6.0,2296.6,59.5,0,0
1762027549.770494801Z,receiver,12.00,1.10,0.48,0.97,5.1,2296.6,59.5,0,0
1762027550.020656030Z,sender,16.00,1.08,NaN,NaN,7.8,2296.6,59.5,0,0
1762027550.020836900Z,receiver,16.00,1.08,0.48,0.97,7.8,2296.6,59.5,0,0
1762027550.271008836Z,sender,16.00,1.33,NaN,NaN,7.0,2284.3,60.0,0,0
1762027550.271238280Z,receiver,16.00,1.33,0.48,0.97,7.0,2284.3,60.0,0,0
1762027550.521365643Z,sender,16.00,1.26,NaN,NaN,5.1,2284.3,58.4,0,0
1762027550.521693328Z,receiver,16.00,1.26,0.48,0.97,5.1,2284.3,58.4,0,0
1762027550.771920746Z,sender,16.00,1.30,NaN,NaN,6.0,2284.3,59.5,0,0
1762027550.772268023Z,receiver,16.00,1.30,0.48,0.97,6.9,2284.3,59.5,0,0
1762027551.022351683Z,sender,12.00,1.06,NaN,NaN,6.9,2284.6,59.5,0,0
1762027551.022561627Z,receiver,12.00,1.06,0.48,0.97,6.0,2284.6,59.5,0,0
1762027551.272772495Z,sender,16.00,1.28,NaN,NaN,7.9,2270.4,59.5,0,0
1762027551.272935365Z,receiver,16.00,1.28,0.48,0.97,7.9,2270.4,59.5,0,0
1762027551.523150548Z,sender,16.00,1.34,NaN,NaN,7.0,2270.9,59.0,0,0
1762027551.523369492Z,receiver,16.00,1.34,0.48,0.97,7.0,2270.9,59.0,0,0
1762027551.774505395Z,receiver,16.00,1.28,0.48,0.97,6.1,2271.4,59.0,0,0
1762027551.774543339Z,sender,16.00,1.28,NaN,NaN,6.1,2271.4,59.0,0,0
1762027552.024991393Z,receiver,12.00,0.88,0.48,0.97,4.1,2271.4,59.5,0,0
1762027552.025105022Z,sender,12.00,0.88,NaN,NaN,4.1,2271.4,59.5,0,0
1762027552.275444191Z,receiver,16.00,1.28,0.49,0.97,7.9,2261.4,59.0,0,0
1762027552.275544765Z,sender,16.00,1.28,NaN,NaN,7.9,2261.4,59.0,0,0
1762027552.525882916Z,receiver,16.00,1.28,0.49,0.97,6.1,2261.6,60.0,0,0
1762027552.525936027Z,sender,16.00,1.28,NaN,NaN,6.1,2261.6,60.0,0,0
1762027552.776483215Z,receiver,16.00,1.46,0.49,0.99,6.1,2261.6,59.5,0,0
1762027552.776485659Z,sender,16.00,1.46,NaN,NaN,6.1,2261.6,59.5,0,0
1762027553.026973125Z,receiver,12.00,0.86,0.49,0.99,5.9,2263.0,59.5,0,0
1762027553.027069199Z,sender,12.00,0.86,NaN,NaN,5.9,2263.0,59.5,0,0
1762027553.277356985Z,receiver,16.00,1.46,0.49,0.99,6.1,2254.5,59.5,0,0
1762027553.277462911Z,sender,16.00,1.46,NaN,NaN,6.1,2254.5,59.5,0,0
1762027553.527759956Z,receiver,16.00,1.33,0.49,0.99,5.1,2256.2,59.5,0,0
1762027553.527834067Z,sender,16.00,1.33,NaN,NaN,6.1,2256.2,59.5,0,0
1762027553.778175668Z,receiver,16.00,1.24,0.49,0.99,6.9,2256.4,60.0,0,0
1762027553.778295982Z,sender,16.00,1.24,NaN,NaN,6.0,2256.4,60.0,0,0
1762027554.028575954Z,receiver,12.00,1.10,0.49,0.99,5.1,2256.4,59.0,0,0
1762027554.028661861Z,sender,12.00,1.10,NaN,NaN,5.1,2256.4,59.0,0,0
1762027554.278994282Z,receiver,16.00,1.14,0.49,0.99,6.9,2246.6,59.5,0,0
1762027554.279070560Z,sender,16.00,1.14,NaN,NaN,6.9,2246.6,59.5,0,0
1762027554.529393832Z,receiver,16.00,1.36,0.49,0.99,6.0,2246.5,58.4,0,0
1762027554.531292514Z,sender,16.00,1.36,NaN,NaN,6.0,2246.5,58.4,0,0
1762027554.779820327Z,receiver,16.00,1.17,0.49,0.99,5.1,2247.9,59.0,0,0
1762027554.781582416Z,sender,16.00,1.17,NaN,NaN,6.0,2247.9,59.0,0,0
1762027555.030219655Z,receiver,12.00,1.17,0.49,0.99,5.0,2248.4,59.0,0,0
1762027555.031970429Z,sender,12.00,1.17,NaN,NaN,4.1,2248.4,59.0,0,0
1762027555.280625340Z,receiver,16.00,1.10,0.49,0.99,5.1,2240.9,59.0,0,0
1762027555.282311800Z,sender,16.00,1.10,NaN,NaN,5.1,2240.9,59.0,0,0
1762027555.531053025Z,receiver,16.00,1.31,0.49,0.99,7.0,2241.6,59.0,0,0
1762027555.532662337Z,sender,16.00,1.31,NaN,NaN,6.9,2241.6,58.4,0,0
1762027555.781478969Z,receiver,16.00,1.36,0.49,0.99,6.1,2242.1,59.0,0,0
1762027555.782988985Z,sender,16.00,1.36,NaN,NaN,6.1,2242.1,59.5,0,0
1762027556.032047025Z,receiver,12.00,0.76,0.49,0.99,4.0,2242.8,59.0,0,0
1762027556.034043021Z,sender,12.00,0.76,NaN,NaN,4.1,2242.8,59.0,0,0
1762027556.282527566Z,receiver,16.00,1.24,0.49,0.99,6.1,2236.4,59.5,0,0
1762027556.284418026Z,sender,16.00,1.24,NaN,NaN,6.0,2236.4,59.5,0,0
1762027556.532931312Z,receiver,16.00,1.42,0.49,0.99,5.1,2235.7,59.0,0,0
1762027556.534752086Z,sender,16.00,1.42,NaN,NaN,5.1,2235.7,59.0,0,0
1762027556.783388057Z,receiver,16.00,1.22,0.49,0.99,7.9,2235.7,59.5,0,0
1762027556.785151165Z,sender,16.00,1.22,NaN,NaN,7.9,2235.7,59.5,0,0
