ts,role,fps,goodput_mbps,latency_ms_p50,latency_ms_p95,cpu_pct,mem_mb,temp_c,drops,tag_fail
1762028459.939826406Z,sender,12.00,0.96,NaN,NaN,5.9,1536.9,75.4,0,0
1762028460.190078389Z,receiver,16.00,1.36,2.55,6.02,7.9,1536.0,75.4,0,0
1762028460.190175870Z,sender,16.00,1.36,NaN,NaN,7.9,1536.0,75.4,0,0
1762028460.440467760Z,receiver,16.00,1.21,2.55,6.02,6.1,1536.2,74.9,0,0
1762028460.440551760Z,sender,16.00,1.21,NaN,NaN,6.1,1536.2,74.9,0,0
1762028460.690850114Z,receiver,16.00,1.32,2.55,6.02,7.9,1536.2,75.4,0,0
1762028460.690918243Z,sender,16.00,1.32,NaN,NaN,7.9,1536.2,75.4,0,0
1762028460.941222263Z,receiver,12.00,0.97,2.55,6.02,5.0,1536.4,74.3,0,0
1762028460.941283004Z,sender,12.00,0.97,NaN,NaN,5.0,1536.4,74.3,0,0
1762028461.191607804Z,receiver,16.00,1.38,2.55,6.02,7.1,1534.8,75.4,0,0
1762028461.191655378Z,sender,16.00,1.38,NaN,NaN,7.1,1534.8,75.4,0,0
1762028461.442009827Z,receiver,16.00,1.19,2.55,6.02,7.8,1535.9,74.9,0,0
1762028461.442036586Z,sender,16.00,1.19,NaN,NaN,7.8,1535.9,74.9,0,0
1762028461.692447424Z,receiver,16.00,1.16,2.55,6.02,7.0,1535.9,75.4,0,0
1762028461.692457128Z,sender,16.00,1.16,NaN,NaN,7.0,1535.9,75.4,0,0
1762028461.942979539Z,sender,12.00,1.03,NaN,NaN,4.1,1535.7,75.4,0,0
1762028461.942996650Z,receiver,12.00,1.03,2.55,6.02,4.1,1535.7,75.4,0,0
1762028462.193382324Z,sender,16.00,1.45,NaN,NaN,8.0,1536.1,76.0,0,0
1762028462.193393102Z,receiver,16.00,1.45,2.55,6.02,8.0,1536.1,76.0,0,0
1762028462.443776387Z,sender,16.00,1.08,NaN,NaN,5.1,1537.3,75.4,0,0
1762028462.443787295Z,receiver,16.00,1.08,2.55,6.02,5.1,1537.3,75.4,0,0
1762028462.694146599Z,sender,16.00,1.33,NaN,NaN,7.0,1537.3,73.8,0,0
1762028462.694156321Z,receiver,16.00,1.33,2.55,6.02,7.0,1537.3,73.8,0,0
1762028462.944535607Z,sender,12.00,0.98,NaN,NaN,5.0,1537.5,75.4,0,0
1762028462.944545959Z,receiver,12.00,0.98,2.55,6.02,5.0,1537.5,75.4,0,0
1762028463.194925543Z,sender,16.00,1.14,NaN,NaN,7.0,1537.2,74.9,0,0
1762028463.194930210Z,receiver,16.00,1.14,2.55,6.02,7.0,1537.2,74.9,0,0
1762028463.445286295Z,sender,16.00,1.25,NaN,NaN,7.1,1537.2,74.3,0,0
1762028463.445292609Z,receiver,16.00,1.25,2.55,6.02,7.1,1537.2,74.3,0,0
1762028463.695663232Z,sender,16.00,1.37,NaN,NaN,6.1,1537.2,74.9,0,0
1762028463.695676935Z,receiver,16.00,1.37,2.55,6.02,6.1,1537.2,74.9,0,0
1762028463.946094243Z,sender,12.00,1.04,NaN,NaN,6.9,1537.6,75.4,0,0
1762028463.946372705Z,receiver,12.00,1.04,2.55,6.02,6.9,1537.6,75.4,0,0
1762028464.196513108Z,sender,16.00,1.48,NaN,NaN,6.0,1536.9,75.4,0,0
1762028464.196663570Z,receiver,16.00,1.48,2.55,6.02,6.0,1536.9,75.4,0,0
1762028464.446877770Z,sender,16.00,0.93,NaN,NaN,5.1,1536.9,75.4,0,0
1762028464.446961122Z,receiver,16.00,0.93,2.55,6.02,5.1,1536.9,75.4,0,0
1762028464.697306432Z,sender,16.00,1.42,NaN,NaN,7.1,1536.9,75.4,0,0
1762028464.697429710Z,receiver,16.00,1.42,2.55,6.02,7.1,1536.9,75.4,0,0
1762028464.947821298Z,receiver,12.00,1.08,2.55,6.02,5.1,1536.9,74.9,0,0
1762028464.948003835Z,sender,12.00,1.08,NaN,NaN,5.1,1536.9,74.9,0,0
1762028465.198185204Z,receiver,16.00,1.39,2.55,6.02,5.1,1534.5,74.9,0,0
1762028465.198462573Z,sender,16.00,1.39,NaN,NaN,5.1,1534.5,74.9,0,0
1762028465.448542962Z,receiver,16.00,1.26,2.55,6.02,7.9,1534.5,73.8,0,0
1762028465.448812350Z,sender,16.00,1.26,NaN,NaN,7.9,1534.5,73.8,0,0
1762028465.698922479Z,receiver,16.00,1.36,2.55,6.02,6.1,1534.7,74.9,0,0
1762028465.699170145Z,sender,16.00,1.36,NaN,NaN,6.1,1534.7,74.9,0,0
1762028465.949336108Z,receiver,16.00,1.25,2.55,6.02,6.9,1534.7,75.4,0,0
1762028465.949739051Z,sender,16.00,1.25,NaN,NaN,6.9,1534.7,75.4,0,0
1762028466.199718628Z,receiver,12.00,0.84,2.55,6.02,7.8,1534.0,75.4,0,0
1762028466.200013497Z,sender,12.00,0.84,NaN,NaN,7.8,1534.0,74.9,0,0
1762028466.450075833Z,receiver,16.00,1.33,2.55,6.02,6.1,1533.8,75.4,0,0
1762028466.450345777Z,sender,16.00,1.33,NaN,NaN,6.1,1534.0,75.4,0,0
1762028466.700454280Z,receiver,16.00,1.37,2.55,6.02,8.0,1534.7,75.4,0,0
1762028466.700716724Z,sender,16.00,1.37,NaN,NaN,8.0,1534.7,75.4,0,0
1762028466.950867560Z,receiver,16.00,1.36,2.55,6.02,7.1,1536.3,74.9,0,0
1762028466.951148040Z,sender,16.00,1.36,NaN,NaN,7.1,1536.3,74.9,0,0
1762028467.201256046Z,receiver,12.00,0.85,2.55,6.02,6.9,1537.0,74.9,0,0
1762028467.201485730Z,sender,12.00,0.85,NaN,NaN,6.9,1537.0,74.9,0,0
1762028467.451656717Z,receiver,16.00,1.34,2.55,6.02,7.0,1537.0,74.3,0,0
1762028467.451816606Z,sender,16.00,1.34,NaN,NaN,8.8,1537.0,74.3,0,0
1762028467.702245704Z,sender,16.00,1.08,NaN,NaN,5.1,1537.0,74.9,0,0
1762028467.702258759Z,receiver,16.00,1.08,2.55,6.02,7.0,1537.0,74.9,0,0
1762028467.952871116Z,sender,16.00,1.28,NaN,NaN,7.9,1537.0,75.4,0,0
1762028467.952882430Z,receiver,16.00,1.28,2.55,6.02,7.9,1537.0,75.4,0,0
1762028468.203377049Z,sender,12.00,0.99,NaN,NaN,5.9,1535.9,73.8,0,0
1762028468.203390438Z,receiver,12.00,0.99,2.55,6.02,5.9,1535.9,73.8,0,0
1762028468.453810557Z,sender,16.00,1.26,NaN,NaN,8.9,1535.9,74.9,0,0
1762028468.453821316Z,receiver,16.00,1.26,2.55,6.02,8.9,1535.9,74.9,0,0
1762028468.704244195Z,sender,16.00,1.36,NaN,NaN,5.1,1535.9,75.4,0,0
1762028468.704254306Z,receiver,16.00,1.36,2.55,6.02,5.1,1535.9,75.4,0,0
1762028468.954773907Z,receiver,16.00,1.15,2.55,6.02,6.0,1535.9,74.9,0,0
1762028468.954774851Z,sender,16.00,1.15,NaN,NaN,6.0,1535.9,74.9,0,0
1762028469.205195843Z,sender,12.00,1.14,NaN,NaN,6.0,1531.4,74.9,0,0
1762028469.205205936Z,receiver,12.00,1.14,2.55,6.02,6.0,1531.4,74.9,0,0
1762028469.455641725Z,receiver,16.00,1.13,2.55,6.02,6.1,1533.3,74.9,0,0
1762028469.455646484Z,sender,16.00,1.13,NaN,NaN,6.1,1533.3,74.9,0,0
1762028469.706086014Z,sender,16.00,1.32,NaN,NaN,6.1,1533.3,74.3,0,0
1762028469.706093662Z,receiver,16.00,1.32,2.55,6.02,6.1,1533.3,74.3,0,0
1762028469.956523692Z,sender,16.00,1.41,NaN,NaN,7.0,1533.3,75.4,0,0
1762028469.956536803Z,receiver,16.00,1.41,2.55,6.02,7.0,1533.3,75.4,0,0
1762028470.206925724Z,receiver,12.00,0.90,2.55,6.02,6.0,1533.3,74.9,0,0
1762028470.207478149Z,sender,12.00,0.90,NaN,NaN,6.0,1533.3,74.9,0,0
1762028470.457339146Z,receiver,16.00,1.11,2.55,6.02,7.9,1533.3,74.9,0,0
1762028470.457779219Z,sender,16.00,1.11,NaN,NaN,7.9,1533.3,74.9,0,0
1762028470.707738809Z,receiver,16.00,1.39,2.55,6.02,4.1,1533.5,75.4,0,0
1762028470.708080401Z,sender,16.00,1.39,NaN,NaN,4.1,1533.5,75.4,0,0
1762028470.958132731Z,receiver,16.00,1.12,2.55,6.02,6.1,1533.5,74.9,0,0
1762028470.958394564Z,sender,16.00,1.12,NaN,NaN,6.1,1533.5,74.9,0,0
1762028471.208832025Z,sender,12.00,0.98,NaN,NaN,5.1,1533.1,74.9,0,0
1762028471.208844321Z,receiver,12.00,0.98,2.55,6.02,5.1,1533.1,74.9,0,0
1762028471.459246543Z,sender,16.00,1.43,NaN,NaN,7.0,1533.1,74.3,0,0
1762028471.459279135Z,receiver,16.00,1.43,2.55,6.02,7.0,1533.1,74.3,0,0
1762028471.709651134Z,sender,16.00,1.24,NaN,NaN,5.1,1533.3,74.9,0,0
1762028471.709677968Z,receiver,16.00,1.24,2.55,6.02,5.1,1533.3,74.9,0,0
1762028471.960058208Z,sender,16.00,1.33,NaN,NaN,8.0,1533.5,74.9,0,0
1762028471.960099189Z,receiver,16.00,1.33,2.55,6.02,8.0,1533.5,74.9,0,0
1762028472.211536892Z,receiver,12.00,1.00,2.55,6.02,5.1,1530.9,74.9,0,0
1762028472.211624299Z,sender,12.00,1.00,NaN,NaN,5.1,1530.9,74.9,0,0
1762028472.462245837Z,receiver,16.00,1.20,2.55,6.02,6.9,1531.9,74.9,0,0
1762028472.462247782Z,sender,16.00,1.20,NaN,NaN,6.9,1531.9,74.9,0,0
1762028472.712695210Z,sender,16.00,1.16,NaN,NaN,7.0,1531.9,74.3,0,0
1762028472.712762488Z,receiver,16.00,1.16,2.55,6.02,7.0,1531.9,74.3,0,0
1762028472.963077212Z,sender,16.00,1.24,NaN,NaN,8.9,1532.6,74.9,0,0
1762028472.963265212Z,receiver,16.00,1.24,2.55,6.02,8.9,1532.6,74.9,0,0
1762028473.214707269Z,receiver,16.00,1.55,2.55,6.02,6.1,1531.8,74.9,0,0
1762028473.214749343Z,sender,16.00,1.55,NaN,NaN,6.1,1531.8,74.9,0,0
1762028473.465146034Z,sender,12.00,0.83,NaN,NaN,5.0,1532.8,75.4,0,0
1762028473.465261367Z,receiver,12.00,0.83,2.55,6.02,5.0,1532.8,75.4,0,0
1762028473.715587058Z,sender,16.00,1.24,NaN,NaN,7.0,1532.8,73.2,0,0
1762028473.715787390Z,receiver,16.00,1.24,2.55,6.02,7.0,1532.8,73.2,0,0
1762028473.965965415Z,sender,16.00,1.22,NaN,NaN,8.8,1532.8,74.9,0,0
1762028473.966231507Z,receiver,16.00,1.22,2.55,6.02,8.8,1532.8,74.9,0,0
1762028474.216675181Z,sender,16.00,1.61,NaN,NaN,4.1,1532.3,75.4,0,0
1762028474.216801792Z,receiver,16.00,1.61,2.55,6.02,4.1,1532.3,75.4,0,0
1762028474.467141523Z,sender,12.00,0.75,NaN,NaN,4.0,1532.3,74.9,0,0
1762028474.467328504Z,receiver,12.00,0.75,2.55,6.02,4.0,1532.3,74.9,0,0
1762028474.717557420Z,sender,16.00,1.38,NaN,NaN,8.0,1532.8,74.3,0,0
1762028474.717753956Z,receiver,16.00,1.38,2.55,6.02,8.0,1532.8,74.3,0,0
1762028474.967922002Z,sender,16.00,1.48,NaN,NaN,7.0,1532.8,74.3,0,0
1762028474.968137502Z,receiver,16.00,1.48,2.55,6.02,7.0,1532.8,74.3,0,0
1762028475.218569309Z,sender,16.00,1.23,NaN,NaN,6.1,1530.7,74.9,0,0
1762028475.218754364Z,receiver,16.00,1.23,2.55,6.02,6.1,1530.7,74.9,0,0
1762028475.469107135Z,sender,12.00,0.97,NaN,NaN,5.0,1530.7,74.9,0,0
1762028475.469219079Z,receiver,12.00,0.97,2.55,6.02,5.0,1530.7,74.9,0,0
1762028475.719658646Z,sender,16.00,1.41,NaN,NaN,6.1,1531.4,74.3,0,0
1762028475.719672035Z,receiver,16.00,1.41,2.55,6.02,6.1,1531.4,74.3,0,0
1762028475.970130843Z,sender,16.00,1.24,NaN,NaN,9.7,1531.6,74.9,0,0
1762028475.970141250Z,receiver,16.00,1.24,2.55,6.02,9.7,1531.6,74.9,0,0
1762028476.220663912Z,sender,16.00,1.35,NaN,NaN,5.1,1531.6,73.8,0,0
1762028476.220684356Z,receiver,16.00,1.35,2.55,6.02,5.1,1531.6,73.8,0,0
1762028476.471095371Z,sender,12.00,0.87,NaN,NaN,5.1,1531.1,74.9,0,0
1762028476.471183593Z,receiver,12.00,0.87,2.55,6.02,5.1,1531.1,74.9,0,0
1762028476.721608366Z,receiver,16.00,1.24,2.55,6.02,6.1,1531.6,75.4,0,0
1762028476.721666755Z,sender,16.00,1.24,NaN,NaN,6.1,1531.6,75.4,0,0
1762028476.972043399Z,receiver,16.00,1.31,2.55,6.02,8.8,1533.9,73.8,0,0
1762028476.972127658Z,sender,16.00,1.31,NaN,NaN,8.8,1533.9,73.8,0,0
1762028477.222547490Z,receiver,16.00,1.31,2.55,6.02,7.0,1536.2,74.3,0,0
1762028477.222607027Z,sender,16.00,1.31,NaN,NaN,7.0,1536.2,74.3,0,0
1762028477.473007137Z,receiver,12.00,0.94,2.55,6.02,4.0,1536.2,73.8,0,0
1762028477.473058230Z,sender,12.00,0.94,NaN,NaN,4.0,1536.2,73.8,0,0
1762028477.723408895Z,receiver,16.00,1.28,2.55,6.02,7.0,1536.5,73.8,0,0
1762028477.723648358Z,sender,16.00,1.28,NaN,NaN,7.0,1536.5,73.8,0,0
1762028477.974004153Z,receiver,16.00,1.31,2.55,6.02,8.0,1536.5,74.9,0,0
1762028477.974088912Z,sender,16.00,1.31,NaN,NaN,8.0,1536.5,74.9,0,0
1762028478.224448784Z,receiver,16.00,1.10,2.55,6.02,7.0,1536.1,74.9,0,0
1762028478.224613673Z,sender,16.00,1.10,NaN,NaN,7.0,1536.1,74.9,0,0
1762028478.474984916Z,receiver,12.00,0.96,2.55,6.02,7.8,1536.1,75.4,0,0
1762028478.475665118Z,sender,12.00,0.96,NaN,NaN,7.8,1536.1,75.4,0,0
1762028478.725410399Z,receiver,16.00,1.30,2.55,6.02,6.1,1535.9,74.9,0,0
1762028478.726031361Z,sender,16.00,1.30,NaN,NaN,6.1,1535.9,74.9,0,0
1762028478.975829383Z,receiver,16.00,1.37,2.55,6.02,7.9,1535.9,73.8,0,0
1762028478.976388214Z,sender,16.00,1.37,NaN,NaN,7.9,1535.9,73.8,0,0
1762028479.226223350Z,receiver,16.00,1.21,2.55,6.02,5.1,1532.2,75.4,0,0
1762028479.226672720Z,sender,16.00,1.21,NaN,NaN,5.1,1532.2,75.4,0,0
1762028479.476870003Z,receiver,12.00,0.99,2.55,6.02,5.1,1532.4,74.3,0,0
1762028479.477041354Z,sender,12.00,0.99,NaN,NaN,5.1,1532.4,74.3,0,0
1762028479.727377804Z,receiver,16.00,1.42,2.55,6.02,7.8,1532.2,74.3,0,0
1762028479.727428933Z,sender,16.00,1.42,NaN,NaN,7.9,1532.2,74.3,0,0
1762028479.977812827Z,receiver,16.00,1.07,2.55,6.02,6.1,1532.7,74.3,0,0
1762028479.977814161Z,sender,16.00,1.07,NaN,NaN,6.1,1532.7,74.3,0,0
1762028480.228213113Z,receiver,16.00,1.41,2.55,6.02,4.1,1533.1,74.3,0,0
1762028480.228244502Z,sender,16.00,1.41,NaN,NaN,4.1,1533.1,74.3,0,0
1762028480.478785750Z,sender,16.00,1.13,NaN,NaN,6.9,1533.1,74.9,0,0
1762028480.478907546Z,receiver,16.00,1.13,2.55,6.02,6.9,1533.1,74.9,0,0
1762028480.729205314Z,sender,12.00,1.14,NaN,NaN,7.8,1533.3,74.3,0,0
1762028480.729303924Z,receiver,12.00,1.14,2.55,6.02,7.8,1533.3,74.3,0,0
1762028480.979710099Z,receiver,16.00,1.20,2.55,6.02,7.0,1533.8,74.9,0,0
1762028480.979875580Z,sender,16.00,1.20,NaN,NaN,7.0,1533.8,74.9,0,0
1762028481.230227776Z,sender,16.00,1.15,NaN,NaN,5.1,1533.8,73.8,0,0
1762028481.230291665Z,receiver,16.00,1.15,2.55,6.02,5.1,1533.8,73.8,0,0
1762028481.480740231Z,sender,16.00,1.37,NaN,NaN,7.9,1533.8,74.9,0,0
1762028481.481386693Z,receiver,16.00,1.37,2.55,6.02,7.9,1533.8,74.9,0,0
1762028481.731127650Z,sender,12.00,1.00,NaN,NaN,6.0,1534.0,74.3,0,0
1762028481.731705148Z,receiver,12.00,1.00,2.55,6.02,6.0,1534.0,74.3,0,0
1762028481.981524735Z,sender,16.00,1.21,NaN,NaN,7.0,1534.0,74.3,0,0
1762028481.982035289Z,receiver,16.00,1.21,2.55,6.02,7.0,1534.0,74.3,0,0
1762028482.231989378Z,sender,16.00,1.18,NaN,NaN,7.9,1531.1,74.3,0,0
1762028482.232365007Z,receiver,16.00,1.18,2.55,6.02,7.9,1531.1,74.3,0,0
1762028482.482509670Z,sender,16.00,1.41,NaN,NaN,7.1,1531.8,73.8,0,0
1762028482.482819465Z,receiver,16.00,1.41,2.55,6.02,7.1,1531.8,73.8,0,0
1762028482.732895480Z,sender,12.00,1.01,NaN,NaN,5.9,1532.8,74.9,0,0
1762028482.733186516Z,receiver,12.00,1.01,2.55,6.02,5.9,1532.8,74.9,0,0
1762028482.983247494Z,sender,16.00,1.19,NaN,NaN,5.1,1532.8,73.8,0,0
1762028482.983484234Z,receiver,16.00,1.19,2.55,6.02,5.1,1532.8,73.8,0,0
1762028483.233619196Z,sender,16.00,1.34,NaN,NaN,7.0,1531.6,74.3,0,0
1762028483.233870862Z,receiver,16.00,1.34,2.55,6.02,7.0,1531.6,74.3,0,0
1762028483.484171454Z,sender,16.00,1.24,NaN,NaN,7.9,1531.8,73.8,0,0
1762028483.484381083Z,receiver,16.00,1.24,2.55,6.02,7.9,1531.8,73.8,0,0
1762028483.734576600Z,sender,12.00,0.79,NaN,NaN,5.0,1532.0,74.3,0,0
1762028483.734777192Z,receiver,12.00,0.79,2.55,6.02,5.0,1532.0,74.3,0,0
1762028483.985041098Z,sender,16.00,1.43,NaN,NaN,6.1,1532.5,73.8,0,0
1762028483.985151265Z,receiver,16.00,1.43,2.55,6.02,6.1,1532.5,73.8,0,0
1762028484.235449414Z,sender,16.00,1.27,NaN,NaN,5.2,1532.3,74.9,0,0
1762028484.235658006Z,receiver,16.00,1.27,2.55,6.02,5.2,1532.3,74.9,0,0
1762028484.485801990Z,sender,16.00,1.17,NaN,NaN,8.8,1532.5,75.4,0,0
1762028484.486007082Z,receiver,16.00,1.17,2.55,6.02,8.8,1532.5,75.4,0,0
1762028484.736169528Z,sender,12.00,1.08,NaN,NaN,5.9,1532.5,74.3,0,0
1762028484.736394491Z,receiver,12.00,1.08,2.55,6.02,5.9,1532.5,74.3,0,0
1762028484.986555734Z,sender,16.00,1.46,NaN,NaN,6.1,1532.8,74.3,0,0
1762028484.986746900Z,receiver,16.00,1.46,2.55,6.02,6.1,1532.8,74.3,0,0
1762028485.236919738Z,sender,16.00,1.12,NaN,NaN,7.0,1530.1,74.9,0,0
1762028485.237141997Z,receiver,16.00,1.12,2.55,6.02,7.0,1530.1,74.9,0,0
1762028485.487293557Z,sender,16.00,1.42,NaN,NaN,5.2,1531.3,74.9,0,0
1762028485.487522760Z,receiver,16.00,1.42,2.55,6.02,5.2,1531.3,74.9,0,0
1762028485.737651432Z,sender,12.00,1.01,NaN,NaN,4.0,1531.5,74.9,0,0
1762028485.737875431Z,receiver,12.00,1.01,2.55,6.02,4.0,1531.5,74.9,0,0
1762028485.988032640Z,sender,16.00,1.10,NaN,NaN,6.1,1532.5,74.3,0,0
1762028485.988241676Z,receiver,16.00,1.10,2.55,6.02,6.1,1532.5,74.3,0,0
1762028486.238497425Z,sender,16.00,1.38,NaN,NaN,7.9,1531.5,74.3,0,0
1762028486.238608461Z,receiver,16.00,1.38,2.55,6.02,7.9,1531.5,74.3,0,0
1762028486.488873451Z,sender,16.00,1.29,NaN,NaN,6.1,1532.0,74.3,0,0
1762028486.489020302Z,receiver,16.00,1.29,2.55,6.02,6.1,1532.0,74.3,0,0
1762028486.739503031Z,sender,12.00,1.01,NaN,NaN,3.1,1532.0,74.3,0,0
1762028486.739521550Z,receiver,12.00,1.01,2.55,6.02,3.1,1532.0,74.3,0,0
1762028486.990075075Z,sender,16.00,1.24,NaN,NaN,6.9,1532.5,74.3,0,0
1762028486.990201001Z,receiver,16.00,1.24,2.55,6.02,7.0,1532.5,74.3,0,0
1762028487.240511030Z,sender,16.00,1.16,NaN,NaN,8.8,1532.4,74.3,0,0
1762028487.240663085Z,receiver,16.00,1.16,2.55,6.02,8.8,1532.4,74.3,0,0
1762028487.490876595Z,sender,16.00,1.38,NaN,NaN,7.1,1532.4,74.9,0,0
1762028487.491084391Z,receiver,16.00,1.38,2.55,6.02,7.1,1532.4,74.9,0,0
1762028487.741837845Z,sender,12.00,1.02,NaN,NaN,5.0,1532.6,74.3,0,0
1762028487.741934863Z,receiver,12.00,1.02,2.55,6.02,5.0,1532.6,74.3,0,0
1762028487.992338466Z,receiver,16.00,1.11,2.55,6.02,6.1,1532.9,74.9,0,0
1762028487.992485929Z,sender,16.00,1.11,NaN,NaN,6.1,1532.9,74.9,0,0
1762028488.242729127Z,receiver,16.00,1.38,2.55,6.02,8.8,1530.7,73.8,0,0
1762028488.242978219Z,sender,16.00,1.38,NaN,NaN,8.8,1530.7,73.8,0,0
1762028488.493162510Z,receiver,16.00,1.37,2.55,6.02,4.1,1531.2,74.3,0,0
1762028488.493424899Z,sender,16.00,1.37,NaN,NaN,4.1,1531.2,74.3,0,0
1762028488.743999708Z,sender,12.00,0.68,NaN,NaN,6.0,1532.1,74.3,0,0
1762028488.744114967Z,receiver,12.00,0.68,2.55,6.02,6.0,1532.1,74.3,0,0
1762028488.994775035Z,receiver,16.00,1.45,2.55,6.02,7.8,1532.4,73.8,0,0
1762028488.994987053Z,sender,16.00,1.45,NaN,NaN,7.8,1532.4,73.8,0,0
1762028489.245135088Z,receiver,16.00,1.14,2.55,6.02,7.9,1531.2,73.2,0,0
1762028489.245309439Z,sender,16.00,1.14,NaN,NaN,7.9,1531.2,73.2,0,0
1762028489.495496178Z,receiver,16.00,1.37,2.55,6.02,6.1,1531.6,72.7,0,0
1762028489.495737474Z,sender,16.00,1.37,NaN,NaN,6.1,1531.6,72.7,0,0
1762028489.746297193Z,sender,16.00,1.15,NaN,NaN,8.8,1532.6,73.8,0,0
1762028489.746310822Z,receiver,16.00,1.15,2.55,6.02,8.8,1532.6,73.8,0,0
1762028489.996757820Z,receiver,12.00,1.04,2.55,6.02,5.0,1532.6,74.3,0,0
1762028489.996756468Z,sender,12.00,1.04,NaN,NaN,5.0,1532.6,74.3,0,0
1762028490.247113987Z,receiver,16.00,1.24,2.55,6.02,6.1,1531.8,74.3,0,0
1762028490.247249635Z,sender,16.00,1.24,NaN,NaN,6.1,1531.8,74.3,0,0
1762028490.497508043Z,receiver,16.00,1.40,2.55,6.02,8.8,1531.8,73.8,0,0
1762028490.497625968Z,sender,16.00,1.40,NaN,NaN,8.8,1531.8,73.8,0,0
1762028490.748134709Z,sender,16.00,1.22,NaN,NaN,6.1,1532.1,75.4,0,0
1762028490.748153061Z,receiver,16.00,1.22,2.55,6.02,6.1,1532.1,75.4,0,0
1762028490.998589821Z,receiver,12.00,1.00,2.55,6.02,4.0,1532.5,74.3,0,0
1762028490.998624987Z,sender,12.00,1.00,NaN,NaN,4.0,1532.5,74.3,0,0
1762028491.248962176Z,receiver,16.00,1.29,2.55,6.02,8.8,1530.5,73.8,0,0
1762028491.249016046Z,sender,16.00,1.29,NaN,NaN,8.8,1530.5,73.8,0,0
1762028491.499341235Z,receiver,16.00,1.15,2.55,6.02,4.1,1530.5,73.8,0,0
1762028491.499395660Z,sender,16.00,1.15,NaN,NaN,4.1,1530.5,73.8,0,0
1762028491.749931237Z,receiver,16.00,1.27,2.55,6.02,5.1,1531.7,75.4,0,0
1762028491.749949015Z,sender,16.00,1.27,NaN,NaN,5.1,1531.7,75.4,0,0
1762028492.000362555Z,receiver,12.00,0.99,2.55,6.02,5.9,1532.4,74.3,0,0
1762028492.000380314Z,sender,12.00,0.99,NaN,NaN,5.9,1532.4,74.3,0,0
1762028492.250727376Z,receiver,16.00,1.20,2.55,6.02,8.0,1533.8,74.3,0,0
1762028492.250779876Z,sender,16.00,1.20,NaN,NaN,8.0,1533.8,74.3,0,0
1762028492.501148401Z,receiver,16.00,1.56,2.55,6.02,6.1,1534.0,74.3,0,0
1762028492.501159716Z,sender,16.00,1.56,NaN,NaN,6.1,1534.0,74.3,0,0
1762028492.751593666Z,sender,16.00,1.29,NaN,NaN,6.1,1534.2,74.3,0,0
1762028492.751619036Z,receiver,16.00,1.29,2.55,6.02,6.1,1534.2,74.3,0,0
1762028493.001960654Z,sender,12.00,0.80,NaN,NaN,6.9,1534.2,73.8,0,0
1762028493.002027654Z,receiver,12.00,0.80,2.55,6.02,6.9,1534.2,74.9,0,0
1762028493.252326515Z,sender,16.00,1.19,NaN,NaN,5.1,1533.7,74.3,0,0
1762028493.252470014Z,receiver,16.00,1.19,2.55,6.02,5.1,1533.7,74.3,0,0
1762028493.502689338Z,sender,16.00,1.45,NaN,NaN,5.1,1533.7,73.2,0,0
1762028493.502875653Z,receiver,16.00,1.45,2.55,6.02,5.1,1533.7,73.2,0,0
1762028493.753045829Z,sender,16.00,1.23,NaN,NaN,7.9,1533.7,73.2,0,0
1762028493.753316569Z,receiver,16.00,1.23,2.55,6.02,7.9,1533.7,73.2,0,0
1762028494.003786022Z,sender,12.00,0.85,NaN,NaN,4.0,1533.7,74.3,0,0
1762028494.003839837Z,receiver,12.00,0.85,2.55,6.02,4.0,1533.7,74.3,0,0
1762028494.254260386Z,sender,16.00,1.54,NaN,NaN,7.8,1532.5,73.2,0,0
1762028494.254351552Z,receiver,16.00,1.54,2.55,6.02,7.8,1532.5,73.2,0,0
1762028494.504639564Z,sender,16.00,1.13,NaN,NaN,5.1,1533.2,74.3,0,0
1762028494.504805082Z,receiver,16.00,1.13,2.55,6.02,5.1,1533.2,74.3,0,0
1762028494.755005224Z,sender,16.00,1.47,NaN,NaN,5.1,1533.2,74.3,0,0
1762028494.755183742Z,receiver,16.00,1.47,2.55,6.02,5.1,1533.2,74.3,0,0
1762028495.005433958Z,sender,12.00,1.12,NaN,NaN,6.0,1532.9,72.7,0,0
1762028495.005627661Z,receiver,12.00,1.12,2.55,6.02,6.0,1532.9,72.7,0,0
1762028495.255808751Z,sender,16.00,1.26,NaN,NaN,5.1,1530.3,73.2,0,0
1762028495.256049046Z,receiver,16.00,1.26,2.55,6.02,5.1,1530.3,73.2,0,0
1762028495.506169950Z,sender,16.00,1.36,NaN,NaN,7.0,1530.6,73.2,0,0
1762028495.506436709Z,receiver,16.00,1.36,2.55,6.02,7.0,1530.6,73.2,0,0
1762028495.756517447Z,sender,16.00,1.12,NaN,NaN,7.8,1530.8,74.3,0,0
1762028495.756791594Z,receiver,16.00,1.12,2.55,6.02,7.8,1530.8,74.3,0,0
1762028496.007115183Z,sender,12.00,1.08,NaN,NaN,6.0,1532.0,74.3,0,0
1762028496.007281183Z,receiver,12.00,1.08,2.55,6.02,6.0,1532.0,74.3,0,0
1762028496.257620367Z,sender,16.00,1.27,NaN,NaN,6.1,1531.4,73.8,0,0
1762028496.257664533Z,receiver,16.00,1.27,2.55,6.02,6.1,1531.4,73.8,0,0
1762028496.508043347Z,sender,16.00,1.32,NaN,NaN,4.1,1531.4,73.2,0,0
1762028496.508057088Z,receiver,16.00,1.32,2.55,6.02,4.1,1531.4,73.2,0,0
