metric,ECDH_mean,RSA_mean,RSA_vs_ECDH_ratio
fps,14.71600784973367,13.346733668341708,0.906953421378017
goodput_mbps,1.1810877488085227,1.074899497487437,0.9100928348226387
latency_ms_p50,1.3769526212503505,6.110552763819095,4.437736396674541
latency_ms_p95,4.240811606391925,6.390628140703517,1.5069351656818002
cpu_pct,19.347154471544716,5.824748743718593,0.30106488022750216
temp_c,70.85933557611438,66.65866834170855,0.9407182243489479
