metric,ECDH_mean,RSA_mean,RSA_vs_ECDH_ratio
fps,14.344827586206897,13.916515426497277,0.9701417004048583
goodput_mbps,1.1548850574712644,1.1211615245009074,0.9707992299734157
latency_ms_p50,0.15356321839080458,6.68103448275862,43.506736526946106
latency_ms_p95,0.3145977011494253,6.885426497277676,21.886448858719685
cpu_pct,6.113793103448276,6.039382940108894,0.9878291328999318
temp_c,64.02241379310344,64.47858439201451,1.0071251702627966
