ts,role,fps,goodput_mbps,latency_ms_p50,latency_ms_p95,cpu_pct,mem_mb,temp_c,drops,tag_fail
1761982516.835507777Z,receiver,16.00,1.17,4.88,5.30,6.1,627.2,72.2,0,0
1761982516.835610499Z,sender,16.00,1.17,NaN,NaN,6.1,627.2,72.2,0,0
1761982517.086272894Z,receiver,12.00,0.89,4.89,5.30,5.9,627.4,71.6,0,0
1761982517.086429654Z,sender,12.00,0.89,NaN,NaN,5.9,627.4,71.6,0,0
1761982517.336842326Z,receiver,16.00,1.17,4.89,5.30,6.1,627.1,72.2,0,0
1761982517.336939438Z,sender,16.00,1.17,NaN,NaN,6.1,627.1,72.2,0,0
1761982517.587389740Z,receiver,16.00,1.26,4.89,5.31,7.9,627.1,71.1,0,0
1761982517.587507574Z,sender,16.00,1.26,NaN,NaN,7.9,627.1,71.1,0,0
1761982517.837915801Z,receiver,16.00,1.70,4.90,5.34,10.7,627.4,71.1,0,0
1761982517.838026635Z,sender,16.00,1.70,NaN,NaN,10.7,627.4,71.1,0,0
1761982518.088468140Z,receiver,12.00,0.83,4.90,5.34,5.1,627.9,72.7,0,0
1761982518.088583511Z,sender,12.00,0.83,NaN,NaN,5.1,627.9,72.7,0,0
1761982518.338911776Z,receiver,16.00,1.30,4.91,5.34,6.1,627.4,72.2,0,0
1761982518.338951665Z,sender,16.00,1.30,NaN,NaN,6.1,627.4,72.2,0,0
1761982518.589390707Z,sender,16.00,1.29,NaN,NaN,8.9,628.0,71.1,0,0
1761982518.589405077Z,receiver,16.00,1.29,4.91,5.34,8.8,628.0,71.1,0,0
1761982518.839812861Z,receiver,16.00,1.33,4.91,5.34,5.2,628.3,72.2,0,0
1761982518.839811268Z,sender,16.00,1.33,NaN,NaN,5.2,628.3,72.2,0,0
1761982519.090296070Z,sender,12.00,0.89,NaN,NaN,6.0,628.3,72.2,0,0
1761982519.090304885Z,receiver,12.00,0.89,4.91,5.34,6.0,628.3,72.2,0,0
1761982519.340746316Z,receiver,16.00,1.29,4.91,5.37,5.1,628.0,71.6,0,0
1761982519.340795798Z,sender,16.00,1.29,NaN,NaN,5.1,628.0,71.6,0,0
1761982519.591120562Z,receiver,16.00,1.26,4.92,5.37,7.9,628.3,71.6,0,0
1761982519.591258766Z,sender,16.00,1.26,NaN,NaN,7.9,628.3,71.6,0,0
1761982519.841585253Z,receiver,16.00,1.29,4.92,5.37,5.1,628.0,72.2,0,0
1761982519.841744309Z,sender,16.00,1.29,NaN,NaN,5.1,628.0,72.2,0,0
1761982520.092102166Z,receiver,12.00,0.94,4.92,5.37,6.1,630.6,71.6,0,0
1761982520.092564631Z,sender,16.00,1.28,NaN,NaN,6.1,630.6,71.6,0,0
1761982520.342634912Z,receiver,16.00,1.30,4.92,5.37,3.1,629.8,72.2,0,0
1761982520.344387345Z,sender,12.00,0.96,NaN,NaN,3.1,629.8,72.2,0,0
1761982520.593075548Z,receiver,16.00,1.23,4.92,5.37,6.1,630.5,71.6,0,0
1761982520.594743554Z,sender,16.00,1.23,NaN,NaN,6.1,630.5,71.6,0,0
1761982520.843610109Z,receiver,16.00,1.21,4.92,5.37,4.1,630.5,72.2,0,0
1761982520.845114429Z,sender,16.00,1.21,NaN,NaN,5.1,630.5,72.2,0,0
1761982521.094130929Z,receiver,16.00,1.21,4.92,5.37,6.1,630.2,72.2,0,0
1761982521.095520194Z,sender,16.00,1.21,NaN,NaN,5.2,630.2,72.2,0,0
1761982521.344653435Z,receiver,12.00,0.93,4.92,5.37,6.0,630.7,72.2,0,0
1761982521.345840273Z,sender,12.00,0.93,NaN,NaN,5.9,630.7,72.2,0,0
1761982521.595104978Z,receiver,16.00,1.41,4.92,5.37,6.1,630.7,71.1,0,0
1761982521.596126778Z,sender,16.00,1.41,NaN,NaN,6.1,630.7,71.1,0,0
1761982521.845540187Z,receiver,16.00,1.42,4.92,5.37,5.2,630.7,72.7,0,0
1761982521.846409782Z,sender,16.00,1.42,NaN,NaN,5.1,630.7,72.7,0,0
1761982522.096195471Z,receiver,16.00,1.28,4.92,5.37,7.9,630.4,72.7,0,0
1761982522.096785677Z,sender,16.00,1.28,NaN,NaN,8.0,630.4,72.7,0,0
1761982522.346674458Z,receiver,12.00,1.00,4.93,5.37,5.1,628.5,72.2,0,0
1761982522.347074644Z,sender,12.00,1.00,NaN,NaN,5.1,628.5,72.2,0,0
1761982522.597126259Z,receiver,16.00,1.26,4.93,5.37,6.1,628.5,72.2,0,0
1761982522.597375260Z,sender,16.00,1.26,NaN,NaN,6.1,628.5,72.2,0,0
1761982522.847588617Z,receiver,16.00,1.13,4.93,5.37,7.0,628.8,72.2,0,0
1761982522.847679376Z,sender,16.00,1.13,NaN,NaN,7.9,628.8,72.2,0,0
1761982523.098207271Z,sender,16.00,1.27,NaN,NaN,6.1,628.8,72.2,0,0
1761982523.098235308Z,receiver,16.00,1.27,4.93,5.37,7.1,628.8,72.2,0,0
1761982523.348629721Z,sender,12.00,0.95,NaN,NaN,6.0,626.7,72.7,0,0
1761982523.348684832Z,receiver,12.00,0.95,4.94,5.37,6.0,626.7,72.7,0,0
1761982523.599035059Z,sender,16.00,1.32,NaN,NaN,8.9,627.8,72.2,0,0
1761982523.599061263Z,receiver,16.00,1.32,4.94,5.37,8.9,627.8,72.2,0,0
1761982523.849452842Z,sender,16.00,1.27,NaN,NaN,7.0,629.0,72.2,0,0
1761982523.849547491Z,receiver,16.00,1.27,4.94,5.37,7.0,629.0,72.2,0,0
1761982524.099844458Z,sender,16.00,1.29,NaN,NaN,8.8,629.0,72.7,0,0
1761982524.099951348Z,receiver,16.00,1.29,4.94,5.37,8.8,629.0,72.7,0,0
1761982524.351229671Z,sender,12.00,0.98,NaN,NaN,5.1,629.0,72.2,0,0
1761982524.351310838Z,receiver,12.00,0.98,4.95,5.37,5.1,629.0,72.2,0,0
1761982524.601647991Z,sender,16.00,1.38,NaN,NaN,5.1,629.0,72.7,0,0
1761982524.601661584Z,receiver,16.00,1.38,4.95,5.40,5.1,629.0,72.7,0,0
1761982524.852026366Z,sender,16.00,1.21,NaN,NaN,7.0,629.2,73.2,0,0
1761982524.852039978Z,receiver,16.00,1.21,4.95,5.40,7.0,629.2,73.2,0,0
1761982525.102416205Z,sender,16.00,1.15,NaN,NaN,8.0,629.2,71.1,0,0
1761982525.102430112Z,receiver,16.00,1.15,4.96,5.40,8.0,629.2,71.1,0,0
1761982525.352862914Z,sender,12.00,0.86,NaN,NaN,5.0,627.5,72.2,0,0
1761982525.352975007Z,receiver,12.00,0.86,4.96,5.40,5.0,627.5,72.2,0,0
1761982525.603315123Z,sender,16.00,1.18,NaN,NaN,4.2,629.1,73.2,0,0
1761982525.603396438Z,receiver,16.00,1.18,4.96,5.40,4.2,629.1,73.2,0,0
1761982525.853858555Z,receiver,4.00,0.32,4.96,5.40,6.0,605.6,71.6,0,0
1761982526.104332190Z,receiver,0.00,0.00,4.96,5.40,3.0,605.8,72.2,0,0
1761982526.354772380Z,receiver,0.00,0.00,4.96,5.40,1.0,605.3,71.6,0,0
1761982526.605078477Z,receiver,0.00,0.00,4.96,5.40,0.0,605.3,71.1,0,0
1761982526.855422723Z,receiver,0.00,0.00,4.96,5.40,0.0,605.3,71.6,0,0
1761982527.105678394Z,receiver,0.00,0.00,4.96,5.40,1.0,605.3,71.1,0,0
1761982527.355942584Z,receiver,0.00,0.00,4.96,5.40,0.0,605.2,71.1,0,0
1761982527.606183699Z,receiver,0.00,0.00,4.96,5.40,0.0,605.2,70.5,0,0
1761982527.856422167Z,receiver,0.00,0.00,4.96,5.40,0.0,605.2,69.9,0,0
1761982528.106760153Z,receiver,0.00,0.00,4.96,5.40,0.0,605.2,71.1,0,0
1761982528.357080306Z,receiver,0.00,0.00,4.96,5.40,0.0,605.1,71.1,0,0
1761982528.607432237Z,receiver,0.00,0.00,4.96,5.40,0.0,604.9,70.5,0,0
1761982528.857826409Z,receiver,0.00,0.00,4.96,5.40,4.0,606.3,69.4,0,0
1761982529.108206154Z,receiver,0.00,0.00,4.96,5.40,6.0,605.2,71.1,0,0
1761982529.358558178Z,receiver,0.00,0.00,4.96,5.40,1.0,604.9,71.1,0,0
1761982529.608922146Z,receiver,0.00,0.00,4.96,5.40,0.0,604.9,70.5,0,0
1761982529.859234132Z,receiver,0.00,0.00,4.96,5.40,0.0,604.9,71.1,0,0
1761982530.109541766Z,receiver,0.00,0.00,4.96,5.40,0.0,604.9,69.9,0,0
1761982530.359827493Z,receiver,0.00,0.00,4.96,5.40,0.0,604.4,69.9,0,0
1761982530.610124016Z,receiver,0.00,0.00,4.96,5.40,0.0,604.4,70.5,0,0
1761982530.860360206Z,receiver,0.00,0.00,4.96,5.40,0.0,604.2,70.5,0,0
1761982531.110583469Z,receiver,0.00,0.00,4.96,5.40,0.0,604.2,69.9,0,0
1761982531.360867474Z,receiver,0.00,0.00,4.96,5.40,0.0,601.0,70.5,0,0
1761982531.611105219Z,receiver,0.00,0.00,4.96,5.40,0.0,601.0,68.3,0,0
1761982531.861409853Z,receiver,0.00,0.00,4.96,5.40,0.0,600.2,69.9,0,0
1761982532.111626524Z,receiver,0.00,0.00,4.96,5.40,0.0,600.2,68.8,0,0
1761982532.361943714Z,receiver,0.00,0.00,4.96,5.40,0.0,600.7,70.5,0,0
1761982532.612194145Z,receiver,0.00,0.00,4.96,5.40,0.0,600.7,68.3,0,0
1761982532.862429704Z,receiver,0.00,0.00,4.96,5.40,0.0,600.7,69.4,0,0
1761982533.112725468Z,receiver,0.00,0.00,4.96,5.40,0.0,600.7,68.8,0,0
1761982533.362998398Z,receiver,0.00,0.00,4.96,5.40,0.0,599.4,69.4,0,0
1761982533.613229051Z,receiver,0.00,0.00,4.96,5.40,0.0,599.4,68.3,0,0
1761982533.863510703Z,receiver,0.00,0.00,4.96,5.40,0.0,599.4,70.5,0,0
1761982534.113732115Z,receiver,0.00,0.00,4.96,5.40,2.0,599.2,68.3,0,0
1761982534.364002860Z,receiver,0.00,0.00,4.96,5.40,0.0,599.2,69.4,0,0
1761982534.614236679Z,receiver,0.00,0.00,4.96,5.40,0.0,599.2,69.9,0,0
1761982534.864469961Z,receiver,0.00,0.00,4.96,5.40,0.0,599.2,70.5,0,0
1761982535.114690429Z,receiver,0.00,0.00,4.96,5.40,0.0,599.2,68.3,0,0
1761982535.365014211Z,receiver,0.00,0.00,4.96,5.40,0.0,596.3,69.4,0,0
1761982535.615266363Z,receiver,0.00,0.00,4.96,5.40,0.0,596.3,68.8,0,0
1761982535.865511590Z,receiver,0.00,0.00,4.96,5.40,0.0,596.8,69.9,0,0
1761982536.115733057Z,receiver,0.00,0.00,4.96,5.40,0.0,596.3,69.4,0,0
1761982536.366002524Z,receiver,0.00,0.00,4.96,5.40,0.0,595.8,69.4,0,0
1761982536.616232528Z,receiver,0.00,0.00,4.96,5.40,0.0,595.8,69.9,0,0
1761982536.866457533Z,receiver,0.00,0.00,4.96,5.40,0.0,595.8,68.8,0,0
1761982537.116672833Z,receiver,0.00,0.00,4.96,5.40,0.0,595.8,67.8,0,0
1761982537.366924967Z,receiver,0.00,0.00,4.96,5.40,0.0,595.8,68.8,0,0
1761982537.617149175Z,receiver,0.00,0.00,4.96,5.40,0.0,595.8,68.8,0,0
