ts,role,fps,goodput_mbps,latency_ms_p50,latency_ms_p95,cpu_pct,mem_mb,temp_c,drops,tag_fail
1761978911.526767818Z,receiver,16.00,1.49,0.35,0.54,7.1,642.2,63.9,0,0
1761978911.777004263Z,sender,16.00,1.10,NaN,NaN,6.0,642.4,63.9,0,0
1761978911.777196116Z,receiver,16.00,1.10,0.35,0.54,6.0,642.4,63.9,0,0
1761978912.027452857Z,sender,12.00,0.93,NaN,NaN,5.0,642.4,63.3,0,0
1761978912.027711839Z,receiver,12.00,0.93,0.35,0.54,5.0,642.4,63.3,0,0
1761978912.277894469Z,sender,16.00,1.28,NaN,NaN,7.9,640.5,63.9,0,0
1761978912.278108581Z,receiver,16.00,1.28,0.35,0.54,7.9,640.5,63.9,0,0
1761978912.528288859Z,sender,16.00,1.26,NaN,NaN,8.0,641.2,63.3,0,0
1761978912.528418692Z,receiver,16.00,1.26,0.35,0.54,8.0,641.2,63.3,0,0
1761978912.778684415Z,sender,16.00,1.21,NaN,NaN,5.1,641.6,62.8,0,0
1761978912.778842008Z,receiver,16.00,1.21,0.35,0.54,5.1,641.6,62.8,0,0
1761978913.029199176Z,sender,12.00,1.12,NaN,NaN,5.9,641.9,63.9,0,0
1761978913.029340676Z,receiver,12.00,1.12,0.35,0.54,5.9,641.9,63.9,0,0
1761978913.279592417Z,sender,16.00,1.43,NaN,NaN,5.1,640.7,63.9,0,0
1761978913.279717325Z,receiver,16.00,1.43,0.36,0.54,5.1,640.7,63.9,0,0
1761978913.529957214Z,sender,16.00,1.39,NaN,NaN,6.1,641.1,63.9,0,0
1761978913.530032363Z,receiver,16.00,1.39,0.36,0.54,6.1,641.1,63.9,0,0
1761978913.780317159Z,sender,16.00,1.09,NaN,NaN,5.1,641.4,63.3,0,0
1761978913.780490938Z,receiver,16.00,1.09,0.36,0.54,5.1,641.4,63.3,0,0
1761978914.030869920Z,sender,12.00,0.90,NaN,NaN,5.9,641.4,63.3,0,0
1761978914.031019476Z,receiver,12.00,0.90,0.35,0.54,5.9,641.4,63.3,0,0
1761978914.281296292Z,sender,16.00,1.19,NaN,NaN,5.1,640.4,63.3,0,0
1761978914.281420070Z,receiver,16.00,1.19,0.35,0.54,5.1,640.4,63.3,0,0
1761978914.531716348Z,sender,16.00,1.21,NaN,NaN,6.9,640.2,63.9,0,0
1761978914.531894978Z,receiver,16.00,1.21,0.36,0.54,6.9,640.2,63.9,0,0
1761978914.782072460Z,sender,16.00,1.21,NaN,NaN,6.1,639.9,63.9,0,0
1761978914.782269868Z,receiver,16.00,1.21,0.36,0.53,6.1,639.9,63.9,0,0
1761978915.032466887Z,sender,12.00,0.90,NaN,NaN,7.8,639.7,63.9,0,0
1761978915.032936888Z,receiver,12.00,0.90,0.36,0.53,7.8,639.7,63.9,0,0
1761978915.282831888Z,sender,16.00,1.26,NaN,NaN,6.0,636.4,64.4,0,0
1761978915.283351575Z,receiver,16.00,1.26,0.36,0.54,6.0,636.4,64.4,0,0
1761978915.533184796Z,sender,16.00,1.77,NaN,NaN,2.1,637.4,63.9,0,0
1761978915.533713538Z,receiver,16.00,1.77,0.36,0.54,2.1,637.4,63.9,0,0
1761978915.783545575Z,sender,16.00,1.19,NaN,NaN,6.1,637.4,64.4,0,0
1761978915.784151132Z,receiver,16.00,1.19,0.37,0.54,7.0,637.4,64.4,0,0
1761978916.035216487Z,receiver,16.00,1.25,0.37,0.54,4.1,637.4,63.9,0,0
1761978916.035513562Z,sender,16.00,1.25,NaN,NaN,5.1,637.4,63.9,0,0
1761978916.285695636Z,receiver,12.00,1.14,0.37,0.54,8.7,635.9,64.4,0,0
1761978916.285805692Z,sender,12.00,1.14,NaN,NaN,8.7,635.9,64.4,0,0
1761978916.536106119Z,sender,16.00,1.33,NaN,NaN,4.1,636.1,63.3,0,0
1761978916.536184101Z,receiver,16.00,1.33,0.37,0.54,4.1,636.1,63.3,0,0
1761978916.786594639Z,sender,16.00,1.32,NaN,NaN,6.1,636.4,64.4,0,0
1761978916.786616231Z,receiver,16.00,1.32,0.37,0.54,6.1,636.4,64.4,0,0
1761978917.037020084Z,receiver,16.00,1.41,0.37,0.54,7.0,636.6,64.4,0,0
1761978917.037253826Z,sender,16.00,1.41,NaN,NaN,7.0,636.6,64.4,0,0
1761978917.287533752Z,receiver,12.00,0.75,0.37,0.54,5.0,633.8,63.3,0,0
1761978917.287564234Z,sender,12.00,0.75,NaN,NaN,5.0,633.8,63.3,0,0
1761978917.537908957Z,sender,16.00,1.34,NaN,NaN,8.0,634.1,63.3,0,0
1761978917.538016272Z,receiver,16.00,1.34,0.37,0.60,8.0,634.1,63.3,0,0
1761978917.788330236Z,sender,16.00,1.05,NaN,NaN,6.0,633.6,64.4,0,0
1761978917.788465514Z,receiver,16.00,1.05,0.37,0.60,6.0,633.6,64.4,0,0
1761978918.038901293Z,sender,16.00,1.20,NaN,NaN,6.1,634.1,65.0,0,0
1761978918.038996238Z,receiver,16.00,1.20,0.37,0.60,6.1,634.1,65.0,0,0
1761978918.289317220Z,sender,12.00,1.04,NaN,NaN,4.0,632.5,64.4,0,0
1761978918.289382794Z,receiver,12.00,1.04,0.37,0.60,4.0,632.5,64.4,0,0
1761978918.539793610Z,sender,16.00,1.29,NaN,NaN,8.1,589.6,63.3,0,0
1761978949.378544518Z,sender,8.00,0.31,NaN,NaN,13.9,637.2,63.3,0,0
1761978949.382702495Z,receiver,8.00,0.31,0.00,0.00,12.0,637.2,63.3,0,0
1761978949.628907372Z,sender,12.00,1.47,NaN,NaN,6.9,662.4,63.9,0,0
1761978949.632957367Z,receiver,12.00,1.47,0.00,0.00,6.9,662.4,63.3,0,0
1761978949.879204226Z,sender,16.00,2.19,NaN,NaN,6.1,662.4,63.3,0,0
1761978949.883194331Z,receiver,16.00,2.19,0.00,0.00,6.1,662.4,63.3,0,0
1761978950.129497931Z,sender,16.00,1.21,NaN,NaN,6.0,662.6,63.9,0,0
1761978950.133430814Z,receiver,16.00,1.21,0.00,0.00,6.1,662.6,63.3,0,0
1761978950.380061508Z,sender,16.00,1.11,NaN,NaN,6.9,662.8,63.3,0,0
1761978950.383745001Z,receiver,16.00,1.11,0.00,0.00,6.9,662.8,63.3,0,0
1761978950.630481991Z,sender,12.00,0.94,NaN,NaN,5.1,663.0,62.2,0,0
1761978950.634072299Z,receiver,12.00,0.94,0.00,0.00,5.0,663.0,62.8,0,0
1761978950.880879234Z,sender,16.00,1.22,NaN,NaN,5.1,663.0,62.8,0,0
1761978950.884392468Z,receiver,16.00,1.22,0.00,0.00,5.1,663.0,63.3,0,0
1761978951.131253495Z,sender,16.00,1.24,NaN,NaN,5.1,663.2,62.8,0,0
1761978951.134712988Z,receiver,16.00,1.24,0.00,0.00,5.1,663.2,62.8,0,0
1761978951.381618793Z,sender,16.00,1.86,NaN,NaN,5.1,663.5,62.2,0,0
1761978951.385015989Z,receiver,16.00,1.86,0.00,0.00,5.1,663.5,62.2,0,0
1761978951.631979740Z,sender,12.00,0.61,NaN,NaN,4.0,663.5,62.8,0,0
1761978951.635436251Z,receiver,12.00,0.61,0.00,0.00,4.0,663.5,63.3,0,0
1761978951.882351742Z,sender,16.00,1.21,NaN,NaN,6.1,663.5,62.8,0,0
1761978951.885788864Z,receiver,16.00,1.21,0.00,0.00,6.1,663.5,63.3,0,0
1761978952.132761058Z,sender,16.00,1.16,NaN,NaN,7.9,663.0,62.8,0,0
1761978952.136102421Z,receiver,16.00,1.16,0.00,0.00,7.9,663.0,64.4,0,0
1761978952.383125931Z,sender,16.00,1.44,NaN,NaN,8.0,660.7,63.3,0,0
1761978952.386403090Z,receiver,16.00,1.44,0.00,0.00,7.9,660.7,63.3,0,0
1761978952.633621507Z,sender,12.00,1.13,NaN,NaN,5.9,661.4,61.7,0,0
1761978952.636830703Z,receiver,12.00,1.13,0.00,0.00,6.9,661.4,61.7,0,0
1761978952.883985065Z,sender,16.00,1.40,NaN,NaN,7.0,661.4,62.8,0,0
1761978952.887161297Z,receiver,16.00,1.40,0.00,0.00,6.1,661.4,62.8,0,0
1761978953.134337344Z,sender,16.00,1.24,NaN,NaN,7.0,660.2,63.3,0,0
1761978953.137463169Z,receiver,16.00,1.24,0.00,0.00,7.0,660.2,63.3,0,0
1761978953.384692643Z,sender,16.00,1.38,NaN,NaN,5.2,660.0,62.8,0,0
1761978953.387769912Z,receiver,16.00,1.38,0.00,0.00,5.2,660.0,63.3,0,0
1761978953.635500776Z,sender,12.00,0.76,NaN,NaN,4.0,660.0,63.3,0,0
1761978953.639170473Z,receiver,12.00,0.76,0.00,0.00,4.0,660.0,63.3,0,0
1761978953.885922296Z,sender,16.00,1.21,NaN,NaN,6.0,660.0,63.9,0,0
1761978953.889531234Z,receiver,16.00,1.21,0.00,0.00,6.0,660.0,63.3,0,0
1761978954.136299372Z,sender,16.00,1.15,NaN,NaN,6.1,658.6,63.3,0,0
1761978954.139843902Z,receiver,16.00,1.15,0.00,0.00,6.1,658.6,63.9,0,0
1761978954.386665967Z,sender,16.00,1.17,NaN,NaN,7.9,656.9,62.8,0,0
1761978954.390161904Z,receiver,16.00,1.17,0.00,0.00,7.9,656.9,62.8,0,0
1761978954.638407714Z,sender,12.00,0.98,NaN,NaN,5.1,656.9,62.8,0,0
1761978954.642313468Z,receiver,16.00,1.55,0.00,0.00,5.1,656.9,63.3,0,0
1761978954.888777698Z,sender,16.00,1.70,NaN,NaN,6.9,657.2,62.8,0,0
1761978954.892614414Z,receiver,12.00,1.13,0.00,0.00,6.9,657.2,62.8,0,0
1761978955.139140329Z,sender,16.00,1.21,NaN,NaN,6.1,652.3,63.9,0,0
1761978955.142892897Z,receiver,16.00,1.21,0.00,0.00,6.1,652.3,63.9,0,0
1761978955.389583684Z,sender,16.00,1.51,NaN,NaN,7.0,650.7,63.3,0,0
1761978955.393170677Z,receiver,16.00,1.51,0.00,0.00,7.0,650.7,63.3,0,0
1761978955.641561506Z,sender,16.00,1.02,NaN,NaN,4.1,651.4,62.8,0,0
1761978955.643521086Z,receiver,16.00,1.02,0.00,0.00,4.1,651.4,62.8,0,0
1761978955.892011526Z,sender,12.00,0.91,NaN,NaN,5.9,652.5,62.8,0,0
1761978955.893865792Z,receiver,12.00,0.91,0.00,0.00,5.9,652.5,63.9,0,0
1761978956.142393788Z,sender,16.00,1.22,NaN,NaN,7.9,650.0,63.3,0,0
1761978956.144135923Z,receiver,16.00,1.22,0.00,0.00,7.9,650.0,62.2,0,0
1761978956.392849494Z,sender,16.00,1.21,NaN,NaN,6.1,649.8,62.8,0,0
1761978956.394423036Z,receiver,16.00,1.21,0.00,0.00,6.1,649.8,62.8,0,0
1761978956.643265070Z,sender,16.00,1.24,NaN,NaN,4.1,650.0,63.9,0,0
1761978956.644809872Z,receiver,16.00,1.24,0.00,0.00,6.1,650.0,63.9,0,0
1761978956.893680776Z,sender,12.00,1.05,NaN,NaN,5.0,650.0,62.8,0,0
1761978956.895137688Z,receiver,12.00,1.05,0.00,0.00,3.1,650.0,62.8,0,0
1761978957.144094056Z,sender,16.00,1.23,NaN,NaN,7.0,646.5,63.3,0,0
1761978957.145405764Z,receiver,16.00,1.23,0.00,0.00,6.9,646.5,63.3,0,0
1761978957.394531947Z,sender,16.00,1.46,NaN,NaN,5.1,645.6,63.3,0,0
1761978957.395695192Z,receiver,16.00,1.46,0.00,0.00,5.2,645.6,63.3,0,0
1761978957.645171432Z,sender,16.00,1.14,NaN,NaN,6.1,645.4,64.4,0,0
1761978957.646052379Z,receiver,16.00,1.14,0.00,0.00,6.0,645.4,63.9,0,0
1761978957.895604341Z,sender,12.00,0.92,NaN,NaN,5.9,645.4,63.3,0,0
1761978957.896291140Z,receiver,12.00,0.92,0.00,0.00,6.9,645.4,63.3,0,0
1761978958.145963918Z,sender,16.00,1.20,NaN,NaN,7.9,642.6,63.3,0,0
1761978958.146564327Z,receiver,16.00,1.20,0.00,0.00,6.9,642.6,63.3,0,0
1761978958.396318920Z,sender,16.00,1.22,NaN,NaN,6.1,641.8,63.9,0,0
1761978958.396841107Z,receiver,16.00,1.22,0.00,0.00,6.1,641.8,63.9,0,0
1761978958.646676329Z,sender,16.00,1.21,NaN,NaN,6.1,642.3,63.3,0,0
1761978958.647113997Z,receiver,16.00,1.21,0.00,0.00,6.0,642.3,63.3,0,0
1761978958.897036331Z,sender,12.00,0.88,NaN,NaN,5.9,642.3,63.9,0,0
1761978958.897435536Z,receiver,12.00,0.88,0.00,0.00,6.0,642.3,63.9,0,0
1761978959.147391982Z,sender,16.00,1.28,NaN,NaN,6.0,640.8,63.3,0,0
1761978959.147753816Z,receiver,16.00,1.28,0.00,0.00,6.9,640.8,63.3,0,0
1761978959.397757299Z,sender,16.00,1.75,NaN,NaN,7.9,639.6,63.3,0,0
1761978959.399132581Z,receiver,16.00,1.75,0.00,0.00,7.0,639.6,63.9,0,0
1761978959.648125412Z,sender,16.00,1.20,NaN,NaN,8.8,639.1,63.9,0,0
1761978959.649421675Z,receiver,16.00,1.20,0.00,0.00,8.8,639.1,63.9,0,0
1761978959.898482858Z,sender,12.00,0.93,NaN,NaN,5.9,639.3,63.3,0,0
1761978959.900202642Z,receiver,12.00,0.93,0.00,0.00,5.9,639.3,63.3,0,0
1761978960.148864231Z,sender,16.00,1.27,NaN,NaN,5.1,638.1,64.4,0,0
1761978960.150524848Z,receiver,16.00,1.27,0.00,0.00,5.1,638.1,64.4,0,0
1761978960.399227492Z,sender,16.00,1.32,NaN,NaN,5.2,637.6,62.2,0,0
1761978960.400895053Z,receiver,16.00,1.32,0.00,0.00,5.1,637.6,62.2,0,0
1761978960.649595032Z,sender,16.00,1.34,NaN,NaN,7.0,637.6,62.8,0,0
1761978960.651253648Z,receiver,16.00,1.34,0.00,0.00,7.0,637.6,62.2,0,0
1761978960.899953238Z,sender,12.00,1.15,NaN,NaN,5.0,637.6,64.4,0,0
1761978960.901682947Z,receiver,12.00,1.15,0.00,0.00,5.1,637.6,63.3,0,0
1761978961.150323129Z,sender,16.00,1.25,NaN,NaN,7.0,636.2,63.9,0,0
1761978961.152061782Z,receiver,16.00,1.25,0.00,0.00,6.9,635.2,63.9,0,0
1761978961.400691353Z,sender,16.00,1.35,NaN,NaN,4.1,632.9,64.4,0,0
1761978961.402402266Z,receiver,16.00,1.35,0.00,0.00,4.2,632.9,64.4,0,0
1761978961.651044726Z,sender,16.00,1.21,NaN,NaN,7.9,633.3,63.3,0,0
1761978961.652724120Z,receiver,16.00,1.21,0.00,0.00,7.8,633.3,63.3,0,0
1761978961.901417932Z,sender,12.00,0.99,NaN,NaN,6.0,633.8,63.3,0,0
1761978961.903634013Z,receiver,12.00,0.99,0.00,0.00,6.0,633.8,63.3,0,0
1761978962.151782193Z,sender,16.00,1.32,NaN,NaN,6.9,633.0,65.6,0,0
1761978962.153975663Z,receiver,16.00,1.32,0.00,0.00,6.9,633.0,64.4,0,0
1761978962.402155732Z,sender,16.00,1.28,NaN,NaN,4.1,632.6,63.9,0,0
1761978962.404342554Z,receiver,16.00,1.28,0.00,0.00,4.1,632.6,63.9,0,0
1761978962.652525901Z,sender,16.00,1.23,NaN,NaN,7.9,632.3,63.3,0,0
1761978962.654697612Z,receiver,16.00,1.23,0.00,0.00,7.9,632.3,63.9,0,0
1761978962.904127278Z,sender,12.00,0.95,NaN,NaN,5.1,633.0,63.9,0,0
1761978962.905124559Z,receiver,12.00,0.95,0.00,0.00,6.9,633.0,63.9,0,0
1761978963.154610058Z,sender,16.00,1.53,NaN,NaN,6.9,632.2,63.3,0,0
1761978963.155497006Z,receiver,16.00,1.53,0.00,0.00,5.1,632.2,63.3,0,0
1761978963.404991820Z,sender,16.00,1.25,NaN,NaN,5.1,632.2,63.3,0,0
1761978963.405829304Z,receiver,16.00,1.25,0.00,0.00,5.1,632.2,63.3,0,0
1761978963.655438008Z,sender,16.00,1.01,NaN,NaN,7.9,631.9,63.9,0,0
1761978963.656156973Z,receiver,16.00,1.01,0.00,0.00,7.9,631.9,63.9,0,0
1761978963.907069125Z,receiver,16.00,1.19,0.00,0.00,6.0,631.9,63.9,0,0
1761978963.907194181Z,sender,16.00,1.19,NaN,NaN,6.0,631.9,63.9,0,0
1761978964.157598850Z,sender,12.00,0.89,NaN,NaN,5.0,628.8,63.9,0,0
1761978964.157794629Z,receiver,12.00,0.89,0.00,0.00,5.0,628.8,63.9,0,0
1761978964.408061816Z,sender,16.00,1.25,NaN,NaN,6.1,629.3,64.4,0,0
1761978964.408217798Z,receiver,16.00,1.25,0.00,0.00,6.1,629.3,64.4,0,0
1761978964.658566300Z,sender,16.00,1.43,NaN,NaN,7.0,629.5,64.4,0,0
1761978964.658661189Z,receiver,16.00,1.43,0.00,0.00,7.1,629.5,64.4,0,0
1761978964.909180562Z,receiver,16.00,1.43,0.00,0.00,7.0,629.5,64.4,0,0
1761978964.909107618Z,sender,16.00,1.43,NaN,NaN,7.0,629.5,64.4,0,0
1761978965.159653065Z,receiver,12.00,1.00,0.00,0.00,5.0,627.9,64.4,0,0
1761978965.159813991Z,sender,12.00,1.00,NaN,NaN,5.0,627.9,64.4,0,0
1761978965.410090716Z,receiver,16.00,1.29,0.00,0.00,6.1,628.3,64.4,0,0
1761978965.410182308Z,sender,16.00,1.29,NaN,NaN,6.1,628.3,64.4,0,0
1761978965.660573866Z,receiver,16.00,1.10,0.00,0.00,6.1,628.8,63.3,0,0
1761978965.660661070Z,sender,16.00,1.10,NaN,NaN,6.1,628.8,63.3,0,0
1761978965.911321592Z,sender,16.00,1.16,NaN,NaN,7.0,629.0,64.4,0,0
1761978965.911497204Z,receiver,16.00,1.16,0.00,0.00,7.0,629.0,64.4,0,0
1761978966.161718595Z,sender,12.00,0.86,NaN,NaN,5.0,629.5,63.9,0,0
1761978966.161856410Z,receiver,12.00,0.86,0.00,0.00,5.0,629.5,63.9,0,0
1761978966.412155857Z,receiver,16.00,1.16,0.00,0.00,7.9,628.8,64.4,0,0
1761978966.412240357Z,sender,16.00,1.16,NaN,NaN,7.8,628.8,64.4,0,0
1761978966.662610470Z,receiver,16.00,1.25,0.00,0.00,4.1,629.0,63.9,0,0
1761978966.662695471Z,sender,16.00,1.25,NaN,NaN,4.1,629.0,63.9,0,0
1761978966.913084103Z,receiver,16.00,1.29,0.00,0.00,7.0,628.8,63.3,0,0
1761978966.913173344Z,sender,16.00,1.29,NaN,NaN,7.0,628.8,63.3,0,0
1761978967.163623069Z,sender,12.00,0.97,NaN,NaN,5.0,626.2,64.4,0,0
1761978967.163725717Z,receiver,12.00,0.97,0.00,0.00,5.0,626.2,64.4,0,0
1761978967.414030719Z,sender,16.00,1.68,NaN,NaN,7.9,627.9,64.4,0,0
1761978967.414136553Z,receiver,16.00,1.68,0.00,0.00,7.9,627.9,64.4,0,0
1761978967.664411018Z,sender,16.00,1.07,NaN,NaN,6.1,627.9,64.4,0,0
1761978967.664552926Z,receiver,16.00,1.07,0.00,0.00,6.1,627.9,64.4,0,0
1761978967.914796298Z,sender,16.00,1.36,NaN,NaN,5.1,627.9,63.9,0,0
1761978967.914948428Z,receiver,16.00,1.36,0.00,0.00,5.1,627.9,63.9,0,0
1761978968.165345986Z,sender,12.00,0.94,NaN,NaN,6.9,626.4,63.3,0,0
1761978968.165501931Z,receiver,12.00,0.94,0.00,0.00,6.9,626.4,63.3,0,0
1761978968.415765378Z,sender,16.00,1.40,NaN,NaN,6.1,626.7,64.4,0,0
1761978968.415907526Z,receiver,16.00,1.40,0.00,0.00,6.1,626.7,64.4,0,0
1761978968.666132639Z,sender,16.00,1.21,NaN,NaN,7.9,627.4,64.4,0,0
1761978968.666338344Z,receiver,16.00,1.21,0.00,0.00,7.9,627.4,64.4,0,0
1761978968.916618216Z,receiver,16.00,1.33,0.00,0.00,4.1,628.0,64.4,0,0
1761978968.916673957Z,sender,16.00,1.33,NaN,NaN,4.1,628.0,64.4,0,0
1761978969.167061941Z,receiver,12.00,1.01,0.00,0.00,6.0,627.9,63.3,0,0
1761978969.167188775Z,sender,12.00,1.01,NaN,NaN,6.0,627.9,63.3,0,0
1761978969.417535500Z,sender,16.00,1.50,NaN,NaN,4.1,628.1,63.9,0,0
1761978969.417631815Z,receiver,16.00,1.50,0.00,0.00,4.1,628.1,63.9,0,0
1761978969.667988650Z,sender,16.00,1.19,NaN,NaN,6.9,628.8,65.0,0,0
1761978969.668078854Z,receiver,16.00,1.19,0.00,0.00,6.9,628.8,65.0,0,0
1761978969.918452283Z,receiver,16.00,1.28,0.00,0.00,6.1,628.3,63.9,0,0
1761978969.918550005Z,sender,16.00,1.28,NaN,NaN,6.1,628.3,63.9,0,0
1761978970.169814140Z,sender,12.00,0.90,NaN,NaN,5.0,625.7,64.4,0,0
1761978970.169960345Z,receiver,12.00,0.90,0.00,0.00,5.0,625.7,64.4,0,0
1761978970.420207236Z,sender,16.00,1.32,NaN,NaN,6.9,626.4,63.3,0,0
1761978970.420342421Z,receiver,16.00,1.32,0.00,0.00,6.9,626.4,63.3,0,0
1761978970.670628794Z,sender,16.00,1.35,NaN,NaN,5.1,627.4,65.0,0,0
1761978970.670739850Z,receiver,16.00,1.35,0.00,0.00,5.1,627.4,65.0,0,0
1761978970.920995204Z,sender,16.00,1.28,NaN,NaN,6.1,628.1,64.4,0,0
1761978970.921067148Z,receiver,16.00,1.28,0.00,0.00,6.1,628.1,64.4,0,0
1761978971.171424743Z,sender,16.00,1.29,NaN,NaN,5.1,627.8,63.9,0,0
1761978971.171548633Z,receiver,16.00,1.29,0.00,0.00,5.1,627.8,63.9,0,0
1761978971.421949709Z,sender,12.00,1.01,NaN,NaN,5.1,628.0,63.9,0,0
1761978971.422039080Z,receiver,12.00,1.01,0.00,0.00,5.1,628.0,63.9,0,0
1761978971.672424027Z,sender,16.00,1.09,NaN,NaN,7.0,628.0,63.9,0,0
1761978971.672510009Z,receiver,16.00,1.09,0.00,0.00,7.0,628.0,63.9,0,0
1761978971.922907141Z,sender,16.00,1.33,NaN,NaN,5.1,628.2,64.4,0,0
1761978971.922997863Z,receiver,16.00,1.33,0.00,0.00,5.1,628.2,64.4,0,0
1761978972.173452274Z,sender,16.00,1.23,NaN,NaN,5.1,626.3,64.4,0,0
1761978972.173564459Z,receiver,16.00,1.23,0.00,0.00,5.1,626.3,64.4,0,0
1761978972.423947665Z,sender,12.00,0.90,NaN,NaN,6.0,627.6,63.9,0,0
1761978972.423974017Z,receiver,12.00,0.90,0.00,0.00,6.0,627.6,63.9,0,0
1761978972.674311131Z,sender,16.00,1.21,NaN,NaN,6.9,629.9,63.3,0,0
1761978972.674350872Z,receiver,16.00,1.21,0.00,0.00,6.9,629.9,63.3,0,0
1761978972.924694708Z,sender,16.00,1.22,NaN,NaN,7.0,630.2,64.4,0,0
1761978972.924721041Z,receiver,16.00,1.22,0.00,0.00,7.0,630.2,64.4,0,0
1761978973.175311878Z,sender,16.00,1.27,NaN,NaN,7.9,629.4,65.0,0,0
1761978973.175316322Z,receiver,16.00,1.27,0.00,0.00,7.9,629.4,65.0,0,0
1761978973.425803658Z,sender,12.00,1.18,NaN,NaN,5.0,629.8,64.4,0,0
1761978973.425807121Z,receiver,12.00,1.18,0.00,0.00,5.0,629.8,64.4,0,0
1761978973.676220013Z,sender,16.00,1.07,NaN,NaN,7.9,630.1,66.1,0,0
1761978973.676230513Z,receiver,16.00,1.07,0.00,0.00,7.9,630.1,66.1,0,0
1761978973.926633108Z,receiver,16.00,1.21,0.00,0.00,7.0,630.1,64.4,0,0
1761978973.926643590Z,sender,16.00,1.21,NaN,NaN,7.0,630.1,64.4,0,0
1761978974.177242500Z,sender,16.00,1.36,NaN,NaN,8.8,629.1,64.4,0,0
1761978974.177245204Z,receiver,16.00,1.36,0.00,0.00,8.8,629.1,64.4,0,0
1761978974.427733615Z,receiver,12.00,1.28,0.00,0.00,5.0,629.4,65.6,0,0
1761978974.427737744Z,sender,12.00,1.28,NaN,NaN,5.0,629.4,65.6,0,0
1761978974.678186340Z,sender,16.00,1.35,NaN,NaN,9.7,629.1,63.3,0,0
1761978974.678186562Z,receiver,16.00,1.35,0.00,0.00,9.7,629.1,63.3,0,0
1761978974.928663676Z,sender,16.00,1.31,NaN,NaN,5.2,629.6,63.9,0,0
1761978974.928662657Z,receiver,16.00,1.31,0.00,0.00,5.2,629.6,63.9,0,0
1761978975.179103605Z,sender,16.00,1.23,NaN,NaN,7.8,626.8,64.4,0,0
1761978975.179116864Z,receiver,16.00,1.23,0.00,0.00,7.8,626.8,64.4,0,0
1761978975.429517607Z,sender,12.00,1.19,NaN,NaN,2.1,628.4,65.0,0,0
1761978975.429541163Z,receiver,12.00,1.19,0.00,0.00,2.1,628.4,65.0,0,0
1761978975.679942481Z,receiver,16.00,1.12,0.00,0.00,6.1,628.7,65.0,0,0
1761978975.679959444Z,sender,16.00,1.12,NaN,NaN,6.1,628.7,65.0,0,0
1761978975.930374632Z,receiver,16.00,1.26,0.00,0.00,6.1,628.7,65.0,0,0
1761978975.930383409Z,sender,16.00,1.26,NaN,NaN,6.1,628.7,65.0,0,0
1761978976.180820894Z,sender,16.00,1.25,NaN,NaN,7.0,626.9,65.0,0,0
1761978976.180827820Z,receiver,16.00,1.25,0.00,0.00,7.0,626.9,65.0,0,0
1761978976.431264304Z,sender,12.00,0.95,NaN,NaN,4.0,626.9,63.9,0,0
1761978976.431268267Z,receiver,12.00,0.95,0.00,0.00,4.0,626.9,63.9,0,0
1761978976.681684492Z,receiver,16.00,1.31,0.00,0.00,5.1,626.9,64.4,0,0
1761978976.681756992Z,sender,16.00,1.31,NaN,NaN,5.1,626.9,64.4,0,0
1761978976.932051643Z,receiver,16.00,1.22,0.00,0.00,7.0,626.9,63.9,0,0
1761978976.932195884Z,sender,16.00,1.22,NaN,NaN,7.0,626.9,63.9,0,0
1761978977.182426479Z,receiver,16.00,1.29,0.00,0.00,7.0,625.5,63.3,0,0
1761978977.182525275Z,sender,16.00,1.29,NaN,NaN,7.0,625.5,63.3,0,0
1761978977.432835259Z,receiver,12.00,1.06,0.00,0.00,6.9,625.7,65.0,0,0
1761978977.433684114Z,sender,12.00,1.06,NaN,NaN,6.9,625.7,65.0,0,0
1761978977.683258558Z,receiver,16.00,1.07,0.00,0.00,7.8,626.9,64.4,0,0
1761978977.684092246Z,sender,16.00,1.07,NaN,NaN,7.8,626.9,64.4,0,0
1761978977.933636283Z,receiver,16.00,1.17,0.00,0.00,6.1,626.9,64.4,0,0
1761978977.934497101Z,sender,16.00,1.17,NaN,NaN,6.0,626.9,64.4,0,0
1761978978.184048527Z,receiver,16.00,1.19,0.00,0.00,6.0,627.3,64.4,0,0
1761978978.184879567Z,sender,16.00,1.19,NaN,NaN,6.1,627.3,64.4,0,0
1761978978.434502900Z,receiver,12.00,0.91,0.00,0.00,5.1,627.1,65.0,0,0
1761978978.435869627Z,sender,16.00,1.22,NaN,NaN,6.0,627.1,65.0,0,0
1761978978.684934644Z,receiver,16.00,1.25,0.00,0.00,6.0,627.3,63.9,0,0
1761978978.686252352Z,sender,12.00,0.95,NaN,NaN,5.1,627.3,64.4,0,0
1761978978.935351017Z,receiver,16.00,1.27,0.00,0.00,8.0,629.2,65.0,0,0
1761978978.936584558Z,sender,16.00,1.27,NaN,NaN,8.0,629.2,65.0,0,0
1761978979.185776075Z,receiver,16.00,1.27,0.00,0.00,7.0,629.2,65.6,0,0
1761978979.186928727Z,sender,16.00,1.27,NaN,NaN,6.9,629.2,65.6,0,0
1761978979.438125918Z,sender,16.00,1.98,NaN,NaN,4.2,629.2,63.3,0,0
1761978979.438264141Z,receiver,16.00,1.98,0.00,0.00,4.1,629.2,63.3,0,0
1761978979.688544532Z,sender,12.00,0.81,NaN,NaN,4.0,629.4,64.4,0,0
