timestamp,count,mean_ms,p50_ms,p95_ms
2025-11-02T02:49:42.644112848Z,79,3.5407591265822784,3.601795,5.3002126
2025-11-02T02:49:46.946511370Z,268,3.8000785074626866,3.598033,5.169814499999998
2025-11-02T02:49:48.195655125Z,78,3.7171813589743588,3.7497585,5.427772199999999
2025-11-02T02:49:52.498070907Z,269,3.468269765799256,3.621916,4.699750399999999
2025-11-02T02:49:53.738772653Z,77,3.5687699480519486,3.646129,5.2257372
2025-11-02T02:49:58.068094833Z,271,3.5476585793357933,3.602752,4.642844
2025-11-02T02:49:59.298944086Z,76,3.5142313026315777,3.6168345,5.25437875
2025-11-02T02:50:03.619824862Z,270,3.488379855555552,3.6261365000000003,4.870273999999999
2025-11-02T02:50:04.838564747Z,76,4.357169947368421,3.660045,5.78395825
2025-11-02T02:50:09.153063030Z,270,3.6260720259259265,3.6305705,4.62398825
2025-11-02T02:50:10.382106049Z,76,3.574233592105262,3.5682395,4.68685175
2025-11-02T02:50:14.693173955Z,269,3.602024680297397,3.648365,4.8364452
2025-11-02T02:50:15.941823346Z,79,3.6503753164556967,3.669483,5.006145999999999
2025-11-02T02:50:20.240285396Z,267,3.541600037453182,3.639892,5.0020561
2025-11-02T02:50:21.492515335Z,79,3.533085177215189,3.649063,4.928030099999994
2025-11-02T02:50:25.801349087Z,269,3.5036983754646847,3.650753,4.959512799999999
2025-11-02T02:50:27.054778015Z,78,3.4765844743589733,3.653274,4.7144943999999995
2025-11-02T02:50:31.360274482Z,268,3.499948078358211,3.6491655,4.942123449999995
2025-11-02T02:50:32.603103470Z,79,3.935735987341772,3.638458,5.3719
2025-11-02T02:50:36.911541478Z,268,3.6364055820895533,3.675841,5.0976886499999985
2025-11-02T02:50:38.146306476Z,77,3.844271714285714,3.736791,5.3822884
2025-11-02T02:50:42.464669147Z,270,3.417748770370372,3.6337795,4.6642775499999996
2025-11-02T02:50:43.705783642Z,77,3.5876811818181813,3.701437,5.1227339999999995
2025-11-02T02:50:48.011738067Z,269,3.455818583643124,3.64581,4.595305799999999
2025-11-02T02:50:49.246141389Z,77,4.556240987012986,3.677553,5.142783
2025-11-02T02:50:53.553773889Z,268,3.4847078917910443,3.62972,4.8564092
2025-11-02T02:50:54.795306339Z,79,3.6469408481012677,3.635023,5.688454299999999
2025-11-02T02:50:59.100929833Z,268,3.577161847014927,3.6746435,5.263445449999999
2025-11-02T02:51:00.336766907Z,77,3.6516957532467536,3.669206,4.914682800000001
2025-11-02T02:51:04.650658599Z,270,3.5236217851851857,3.6525625,5.106749199999999
2025-11-02T02:51:05.892448855Z,77,3.5266588051948053,3.647387,5.4532046
2025-11-02T02:51:10.212926981Z,270,3.5151037629629616,3.7499919999999998,4.84903375
2025-11-02T02:51:11.435673078Z,76,4.125083592105263,3.739043,4.74538775
2025-11-02T02:51:15.775040865Z,271,3.6804865498154995,3.734008,5.72323
2025-11-02T02:51:17.045100699Z,80,4.6698656624999995,3.855623,7.126778450000001
2025-11-02T02:51:21.315857194Z,266,3.6704573120300745,3.7244764999999997,5.71841725
2025-11-02T02:51:22.594009269Z,80,3.9413211375,3.7319655000000003,5.394662699999999
2025-11-02T02:51:26.864186797Z,266,3.515974409774434,3.631831,4.81270925
2025-11-02T02:51:28.130913634Z,79,4.052094506329113,3.786711,5.006905700000001
2025-11-02T02:51:32.422230733Z,268,3.439394802238805,3.6418735,4.562417699999998
2025-11-02T02:51:33.678197963Z,79,3.738469708860759,3.702741,5.2907818
2025-11-02T02:51:37.968942409Z,268,3.4499964328358215,3.657846,4.6708544999999955
2025-11-02T02:51:39.222244527Z,77,3.650539025974026,3.741384,5.3690444
2025-11-02T02:51:43.515773568Z,268,3.5219680000000024,3.7033639999999997,4.888832699999999
2025-11-02T02:51:44.779077745Z,79,3.6054864177215196,3.821236,5.059606599999999
2025-11-02T02:51:49.058280219Z,267,3.4903850823970037,3.7262,4.913596799999998
2025-11-02T02:51:50.331238140Z,81,3.966818172839507,3.747993,5.214356
2025-11-02T02:51:54.630519720Z,268,3.5877536753731336,3.7602789999999997,5.291420099999998
2025-11-02T02:51:55.918557821Z,80,3.885133637500001,3.8664015000000003,5.445535099999999
2025-11-02T02:52:00.184179781Z,266,3.807325473684208,3.7791085,5.8516312500000005
2025-11-02T02:52:01.479161324Z,81,3.7855371728395077,3.899176,5.622032
2025-11-02T02:52:05.737945897Z,266,3.635509127819548,3.8596575,5.06115475
2025-11-02T02:52:07.045645023Z,81,4.231989604938273,3.833994,4.979588
2025-11-02T02:52:11.287605227Z,266,3.5522988834586484,3.7724025,4.94322475
2025-11-02T02:52:12.691395421Z,87,4.594268045977012,3.990395,7.194382000000001
2025-11-02T02:52:16.835318776Z,258,3.6703597248062017,3.8176474999999996,5.635584149999999
2025-11-02T02:52:18.242748110Z,88,3.9671235909090914,3.885852,5.0293358999999995
2025-11-02T02:52:22.407088164Z,260,3.6334234615384613,3.8919295,5.0116555499999995
2025-11-02T02:52:23.788783752Z,87,4.100312528735632,3.874873,4.9485895
2025-11-02T02:52:27.965094674Z,260,3.8126597769230774,3.794988,5.063532049999998
2025-11-02T02:52:29.348514937Z,87,3.5538077356321858,3.879188,4.3158519
2025-11-02T02:52:33.543931610Z,262,3.828559217557253,3.892863,5.182256999999999
2025-11-02T02:52:34.911593978Z,85,4.005185788235295,3.887918,5.358370399999998
2025-11-02T02:52:39.103823621Z,261,3.982317521072796,3.9155,6.266199
2025-11-02T02:52:40.504603813Z,87,3.828503436781608,3.857485,5.9126679000000015
2025-11-02T02:52:44.657084286Z,260,3.685093884615386,3.8647335,5.315058249999998
2025-11-02T02:52:46.040023727Z,87,3.8402504942528726,3.755062,4.9046520000000005
2025-11-02T02:52:50.232869879Z,262,3.7376897099236635,3.8238054999999997,5.31432575
2025-11-02T02:52:51.695632360Z,90,4.537497444444445,4.0711515,7.63965745
2025-11-02T02:52:55.865853001Z,261,4.004306678160919,3.990148,6.554553
2025-11-02T02:52:57.378064429Z,94,5.01685859574468,4.109446500000001,7.380692099999999
2025-11-02T02:53:01.450632107Z,254,4.5218207125984256,4.047312,7.607981199999999
2025-11-02T02:53:03.007934604Z,97,4.154106608247423,4.049073,7.112047999999998
2025-11-02T02:53:07.114501042Z,257,4.140536054474708,4.026281,6.7244405999999985
2025-11-02T02:53:08.625940404Z,93,4.516688483870966,4.116545,7.189821399999998
2025-11-02T02:53:12.757428733Z,260,3.7330236115384596,3.8861485,5.6036738
2025-11-02T02:53:14.186459058Z,88,3.818932124999999,3.9034375,6.621900299999999
2025-11-02T02:53:18.301839221Z,257,3.5429963774319067,3.826866,5.127119799999999
2025-11-02T02:53:19.723778611Z,89,3.7544506404494378,3.849302,5.1219372
2025-11-02T02:53:23.849687158Z,257,3.7498011867704295,3.871362,5.014505999999999
2025-11-02T02:53:25.306651246Z,91,3.660494714285713,3.815564,5.276866500000001
2025-11-02T02:53:29.399317576Z,256,3.580241136718751,3.8820439999999996,5.16660325
2025-11-02T02:53:30.864269924Z,91,3.628461186813185,3.859789,4.8664045
2025-11-02T02:53:34.942238719Z,255,3.6566266509803924,3.892618,4.9576747999999995
2025-11-02T02:53:36.407731387Z,91,4.039990868131869,3.835979,5.385193
2025-11-02T02:53:40.499979072Z,254,3.5198718858267726,3.836223,4.79203305
2025-11-02T02:53:41.953551684Z,47,3.9424988510638292,3.932693,4.004132800000001
2025-11-02T02:53:46.047349383Z,132,3.9842420606060585,3.9285235,4.305819149999994
2025-11-02T02:53:47.498358050Z,47,4.030134574468084,3.955264,4.762051099999995
2025-11-02T02:53:51.601625426Z,133,4.4610822857142844,3.963713,5.608768599999998
2025-11-02T02:53:53.054489490Z,48,4.102924604166666,4.0368885,4.146498749999999
2025-11-02T02:53:57.162851978Z,133,4.0866880075187995,3.976999,4.874426399999999
2025-11-02T02:53:58.601515390Z,46,4.195888478260868,3.947775,4.637484000000001
2025-11-02T02:54:02.706611790Z,133,4.134270225563911,3.95632,4.596925399999998
2025-11-02T02:54:04.158172600Z,47,4.081779638297872,4.00516,4.290200499999999
timestamp,count,mean_ms,p50_ms,p95_ms
2025-11-02T02:58:41.851317365Z,0,0.0,0.0,0.0
2025-11-02T02:58:47.385049728Z,0,0.0,0.0,0.0
2025-11-02T02:58:52.924437074Z,0,0.0,0.0,0.0
2025-11-02T02:58:58.465431356Z,0,0.0,0.0,0.0
2025-11-02T02:59:04.014015051Z,0,0.0,0.0,0.0
2025-11-02T02:59:09.558045652Z,0,0.0,0.0,0.0
2025-11-02T02:59:15.100659499Z,0,0.0,0.0,0.0
2025-11-02T02:59:20.640418181Z,0,0.0,0.0,0.0
2025-11-02T02:59:26.190555188Z,0,0.0,0.0,0.0
2025-11-02T02:59:31.734744469Z,0,0.0,0.0,0.0
2025-11-02T02:59:37.275538917Z,0,0.0,0.0,0.0
2025-11-02T02:59:42.818028617Z,0,0.0,0.0,0.0
timestamp,count,mean_ms,p50_ms,p95_ms
2025-11-02T03:02:04.179294861Z,0,0.0,0.0,0.0
2025-11-02T03:02:04.244173251Z,0,0.0,0.0,0.0
2025-11-02T03:02:09.721449509Z,0,0.0,0.0,0.0
2025-11-02T03:02:09.777670863Z,0,0.0,0.0,0.0
2025-11-02T03:02:15.266408354Z,0,0.0,0.0,0.0
2025-11-02T03:02:15.317214160Z,0,0.0,0.0,0.0
2025-11-02T03:02:20.800103237Z,0,0.0,0.0,0.0
2025-11-02T03:02:20.848439131Z,0,0.0,0.0,0.0
2025-11-02T03:02:26.337886671Z,0,0.0,0.0,0.0
2025-11-02T03:02:26.376259138Z,0,0.0,0.0,0.0
timestamp,count,mean_ms,p50_ms,p95_ms
2025-11-02T03:07:45.926199315Z,0,0.0,0.0,0.0
2025-11-02T03:07:45.929727798Z,0,0.0,0.0,0.0
2025-11-02T03:07:51.459818125Z,0,0.0,0.0,0.0
2025-11-02T03:07:51.485207934Z,0,0.0,0.0,0.0
2025-11-02T03:07:57.000004687Z,0,0.0,0.0,0.0
2025-11-02T03:07:57.033849779Z,0,0.0,0.0,0.0
2025-11-02T03:08:02.540688184Z,0,0.0,0.0,0.0
2025-11-02T03:08:02.576544703Z,0,0.0,0.0,0.0
2025-11-02T03:08:08.208228351Z,0,0.0,0.0,0.0
2025-11-02T03:08:08.210555722Z,0,0.0,0.0,0.0
2025-11-02T03:08:13.791684831Z,0,0.0,0.0,0.0
2025-11-02T03:08:13.791956665Z,0,0.0,0.0,0.0
2025-11-02T03:08:19.363621182Z,0,0.0,0.0,0.0
2025-11-02T03:08:19.364370349Z,0,0.0,0.0,0.0
2025-11-02T03:08:24.895904384Z,0,0.0,0.0,0.0
2025-11-02T03:08:24.926131735Z,0,0.0,0.0,0.0
2025-11-02T03:08:30.432237407Z,0,0.0,0.0,0.0
2025-11-02T03:08:30.458627460Z,0,0.0,0.0,0.0
2025-11-02T03:08:35.967277634Z,0,0.0,0.0,0.0
2025-11-02T03:08:35.999160673Z,0,0.0,0.0,0.0
2025-11-02T03:08:41.512155371Z,0,0.0,0.0,0.0
2025-11-02T03:08:41.542766131Z,0,0.0,0.0,0.0
2025-11-02T03:08:47.054319384Z,0,0.0,0.0,0.0
2025-11-02T03:08:47.081864495Z,0,0.0,0.0,0.0
2025-11-02T03:08:52.600854790Z,0,0.0,0.0,0.0
2025-11-02T03:08:52.628030771Z,0,0.0,0.0,0.0
2025-11-02T03:08:58.147250731Z,0,0.0,0.0,0.0
2025-11-02T03:08:58.178747642Z,0,0.0,0.0,0.0
2025-11-02T03:09:03.695529618Z,0,0.0,0.0,0.0
2025-11-02T03:09:03.726066009Z,0,0.0,0.0,0.0
2025-11-02T03:09:09.255247640Z,0,0.0,0.0,0.0
2025-11-02T03:09:09.279479490Z,0,0.0,0.0,0.0
2025-11-02T03:09:14.801003075Z,0,0.0,0.0,0.0
2025-11-02T03:09:14.827111539Z,0,0.0,0.0,0.0
2025-11-02T03:09:20.349541713Z,0,0.0,0.0,0.0
2025-11-02T03:09:20.384675220Z,0,0.0,0.0,0.0
2025-11-02T03:09:25.906146834Z,0,0.0,0.0,0.0
2025-11-02T03:09:25.936272634Z,0,0.0,0.0,0.0
2025-11-02T03:09:31.457863243Z,0,0.0,0.0,0.0
2025-11-02T03:09:31.515853509Z,0,0.0,0.0,0.0
2025-11-02T03:09:37.044901525Z,0,0.0,0.0,0.0
2025-11-02T03:09:37.117844914Z,0,0.0,0.0,0.0
2025-11-02T03:09:42.587826285Z,0,0.0,0.0,0.0
2025-11-02T03:09:42.658938119Z,0,0.0,0.0,0.0
2025-11-02T03:09:48.135998357Z,0,0.0,0.0,0.0
2025-11-02T03:09:48.197059184Z,0,0.0,0.0,0.0
2025-11-02T03:09:53.686194201Z,0,0.0,0.0,0.0
2025-11-02T03:09:53.730640885Z,0,0.0,0.0,0.0
2025-11-02T03:09:59.237203610Z,0,0.0,0.0,0.0
2025-11-02T03:09:59.272683399Z,0,0.0,0.0,0.0
2025-11-02T03:10:04.790945883Z,0,0.0,0.0,0.0
2025-11-02T03:10:04.823411818Z,0,0.0,0.0,0.0
2025-11-02T03:10:10.335167212Z,0,0.0,0.0,0.0
2025-11-02T03:10:10.372941541Z,0,0.0,0.0,0.0
2025-11-02T03:10:15.887656741Z,0,0.0,0.0,0.0
2025-11-02T03:10:15.925326385Z,0,0.0,0.0,0.0
2025-11-02T03:10:21.430619454Z,0,0.0,0.0,0.0
2025-11-02T03:10:21.467792098Z,0,0.0,0.0,0.0
2025-11-02T03:10:26.970053559Z,0,0.0,0.0,0.0
2025-11-02T03:10:27.005766387Z,0,0.0,0.0,0.0
2025-11-02T03:10:32.519097456Z,0,0.0,0.0,0.0
2025-11-02T03:10:32.547226407Z,0,0.0,0.0,0.0
2025-11-02T03:10:38.059272480Z,0,0.0,0.0,0.0
2025-11-02T03:10:38.096630624Z,0,0.0,0.0,0.0
2025-11-02T03:10:43.619159026Z,0,0.0,0.0,0.0
2025-11-02T03:10:43.648518423Z,0,0.0,0.0,0.0
2025-11-02T03:10:49.170954346Z,0,0.0,0.0,0.0
2025-11-02T03:10:49.199413002Z,0,0.0,0.0,0.0
2025-11-02T03:10:54.718140702Z,0,0.0,0.0,0.0
2025-11-02T03:10:54.747233710Z,0,0.0,0.0,0.0
2025-11-02T03:11:00.267018099Z,0,0.0,0.0,0.0
2025-11-02T03:11:00.299301352Z,0,0.0,0.0,0.0
2025-11-02T03:11:05.814496719Z,0,0.0,0.0,0.0
2025-11-02T03:11:05.842307412Z,0,0.0,0.0,0.0
2025-11-02T03:11:11.362029821Z,0,0.0,0.0,0.0
2025-11-02T03:11:11.391467461Z,0,0.0,0.0,0.0
2025-11-02T03:11:16.899575174Z,0,0.0,0.0,0.0
2025-11-02T03:11:16.933898763Z,0,0.0,0.0,0.0
2025-11-02T03:11:22.440887290Z,0,0.0,0.0,0.0
2025-11-02T03:11:22.472440636Z,0,0.0,0.0,0.0
2025-11-02T03:11:27.993367656Z,0,0.0,0.0,0.0
2025-11-02T03:11:28.022183388Z,0,0.0,0.0,0.0
2025-11-02T03:11:33.537302199Z,0,0.0,0.0,0.0
2025-11-02T03:11:33.564530355Z,0,0.0,0.0,0.0
2025-11-02T03:11:39.078474699Z,0,0.0,0.0,0.0
2025-11-02T03:11:39.106859098Z,0,0.0,0.0,0.0
2025-11-02T03:11:44.648305467Z,0,0.0,0.0,0.0
2025-11-02T03:11:44.700049909Z,0,0.0,0.0,0.0
2025-11-02T03:11:50.229825800Z,0,0.0,0.0,0.0
2025-11-02T03:11:50.270307360Z,0,0.0,0.0,0.0
2025-11-02T03:11:55.812820928Z,0,0.0,0.0,0.0
2025-11-02T03:11:55.903671874Z,0,0.0,0.0,0.0
2025-11-02T03:12:01.357333550Z,0,0.0,0.0,0.0
2025-11-02T03:12:01.441186786Z,0,0.0,0.0,0.0
2025-11-02T03:12:06.910682805Z,0,0.0,0.0,0.0
2025-11-02T03:12:07.001447994Z,0,0.0,0.0,0.0
