timestamp,duration_s,encrypted_goodput_mbps,frames,fps
2025-11-02T02:47:44.237790353Z,5.01199542,1.619744496893415,159,31.72389171895931
2025-11-02T02:47:45.548375166Z,5.022262369,1.4672654390748736,148,29.468790980242794
2025-11-02T02:47:49.265134637Z,5.027344673,1.6153306622507757,163,32.42268247001492
2025-11-02T02:47:50.567382165Z,5.019007259,1.5170713264752422,151,30.08563092416918
2025-11-02T02:47:54.265198902Z,5.000064339,1.6570778770532937,162,32.39958308864473
2025-11-02T02:47:55.598593653Z,5.031211284,1.5038493859444126,151,30.01265331078471
2025-11-02T02:47:59.294405126Z,5.029206095,1.619139054193006,163,32.41068210786856
2025-11-02T02:48:00.628782478Z,5.030188844,1.6476280030491832,151,30.018753705462274
2025-11-02T02:48:04.294654550Z,5.000249461,1.6357519887346277,162,32.39838357336708
2025-11-02T02:48:05.629404224Z,5.000621912,1.4058667349214304,150,29.996268992071723
2025-11-02T02:48:09.323063859Z,5.028409327,1.4441497355849606,163,32.41581768707112
2025-11-02T02:48:10.656915111Z,5.027510313,1.4851613492851328,151,30.034746942149138
2025-11-02T02:48:14.353007805Z,5.029943927,1.5276146437248346,163,32.40592785240407
2025-11-02T02:48:15.688105677Z,5.031190825,1.5128394578434619,151,30.012775355226164
2025-11-02T02:48:19.354931746Z,5.001923942,1.6271850780573103,162,32.38753765120725
2025-11-02T02:48:20.720039618Z,5.031934127,1.5107367879102602,151,30.00834195936206
2025-11-02T02:48:24.355818617Z,5.000885519,1.599331152375456,162,32.39426285295055
2025-11-02T02:48:25.753434308Z,5.03339443,1.518083294735954,151,29.999635852102294
2025-11-02T02:48:29.357440233Z,5.001622968,1.6748563523471087,162,32.38948657994886
2025-11-02T02:48:30.784720813Z,5.031286709,1.5159907278502105,151,30.012203385247393
2025-11-02T02:48:34.380697575Z,5.023256656,1.6282632085363227,163,32.44906863464872
2025-11-02T02:48:35.813117780Z,5.028397171,1.5074608751505083,151,30.02944971627421
2025-11-02T02:48:39.410014264Z,5.029317337,1.5329921505010808,163,32.40996522546535
2025-11-02T02:48:40.845363999Z,5.032245978,1.5116701435614919,151,30.006482326210328
2025-11-02T02:48:44.440023198Z,5.030008861,1.62219674467488,163,32.4055095138728
2025-11-02T02:48:45.875108995Z,5.029745292,1.5102649456389212,151,30.021400932602134
2025-11-02T02:48:49.469643858Z,5.029620419,1.5944264838964581,163,32.408012219818374
2025-11-02T02:48:50.907215702Z,5.032106374,1.503565989600839,151,30.007314785750594
2025-11-02T02:48:54.499956893Z,5.030312961,1.6910327579914564,163,32.4035504875618
2025-11-02T02:48:55.936946372Z,5.029730818,1.5104299364912852,151,30.02148732485111
2025-11-02T02:48:59.529630782Z,5.02967424,1.612287319824514,163,32.40766543162843
2025-11-02T02:49:00.968912474Z,5.03196588,1.5082169038872737,151,30.00815259899974
2025-11-02T02:49:04.529684290Z,5.000053546,1.6646493729369354,162,32.399653025635814
2025-11-02T02:49:05.999687874Z,5.030775566,1.517202248413719,151,30.015252721770892
2025-11-02T02:49:09.559909537Z,5.030224969,1.5865214874448295,163,32.40411731175596
2025-11-02T02:49:11.030023590Z,5.030335902,1.4686891976861072,151,30.01787613029266
2025-11-02T02:49:14.587700542Z,5.027791042,1.6654948326311134,163,32.41980397322964
2025-11-02T02:49:16.061550533Z,5.031526776,1.5319739600248925,151,30.010771426330972
2025-11-02T02:49:19.588985596Z,5.001285017,1.5287703008348663,162,32.39167522933437
2025-11-02T02:49:21.092690645Z,5.031140241,1.4912388923010345,151,30.013077109133995
2025-11-02T02:49:24.617840996Z,5.028855641,1.6410842921629216,163,32.412940763514754
2025-11-02T02:49:26.124644889Z,5.031954282,1.4973856235047567,151,30.00822176388764
2025-11-02T02:49:29.647908622Z,5.030067459,1.6554608994559015,163,32.405132004413545
2025-11-02T02:49:31.155163503Z,5.030518373,1.5212507802523436,151,30.01678729779684
2025-11-02T02:49:34.677197674Z,5.029289089,1.5951773417732042,163,32.41014726246531
2025-11-02T02:49:36.184999525Z,5.029836189,1.4991295375563969,151,30.0208583989732
2025-11-02T02:49:39.708594157Z,5.031396687,1.6636605143115801,163,32.3965710000874
2025-11-02T02:49:41.218204536Z,5.033204751,1.4923740184636092,151,30.000766404346898
2025-11-02T02:49:44.737078896Z,5.028484202,1.610747031238262,163,32.415335009935866
2025-11-02T02:49:46.247419764Z,5.029215487,1.5224036472072529,151,30.0245635507803
2025-11-02T02:49:49.767114139Z,5.030035557,1.6001652292097306,163,32.4053375275176
2025-11-02T02:49:51.278733403Z,5.031313769,1.4845712954778751,151,30.01204197010596
2025-11-02T02:49:54.799376627Z,5.032262655,1.6440620387291767,163,32.39099609358526
2025-11-02T02:49:56.309620802Z,5.030887418,1.509535668166288,151,30.014585390986383
2025-11-02T02:49:59.829264575Z,5.029887763,1.606076393875988,163,32.406289698754854
2025-11-02T02:50:01.310365576Z,5.00074457,1.4964235615817505,150,29.995533245162328
2025-11-02T02:50:04.831531438Z,5.002266808,1.6845978680152,162,32.38531774053264
2025-11-02T02:50:06.339043750Z,5.028677637,1.5731563188288737,151,30.02777487444658
2025-11-02T02:50:09.871596701Z,5.040065559,1.595401469657748,163,32.34084915997419
2025-11-02T02:50:11.369653928Z,5.030610863,1.4138561287482354,151,30.016235425920282
2025-11-02T02:50:14.889278295Z,5.017681557,1.6539479250974713,163,32.48512249100466
2025-11-02T02:50:16.402160016Z,5.032506107,1.510458574392347,151,30.004931298536427
2025-11-02T02:50:19.918355780Z,5.029077503,1.6268653635024326,163,32.411510839267336
2025-11-02T02:50:21.433302658Z,5.031142605,1.5183620500854396,151,30.013063006787895
2025-11-02T02:50:24.918450954Z,5.000095156,1.6165772345953329,162,32.39938340085462
2025-11-02T02:50:26.464575818Z,5.031273104,1.4793059025324575,151,30.012284540855248
2025-11-02T02:50:29.948485736Z,5.030034411,1.626908949589689,163,32.40534491047242
2025-11-02T02:50:31.494726717Z,5.030150436,1.5074030282938442,151,30.01898291536504
2025-11-02T02:50:34.978731851Z,5.0302463,1.5937000937707564,163,32.403979900546815
2025-11-02T02:50:36.527192619Z,5.032466347,1.4965703654411342,151,30.00516835845619
2025-11-02T02:50:40.010341856Z,5.031610173,1.6455917122576342,163,32.39519644718709
2025-11-02T02:50:41.560124929Z,5.032932457,1.5881190674202603,151,30.002389519450688
2025-11-02T02:50:45.039068152Z,5.028726258,1.580950640801415,163,32.41377470899113
2025-11-02T02:50:46.589439287Z,5.029314247,1.5174362995019268,151,30.02397396226969
2025-11-02T02:50:50.068963283Z,5.029895168,1.7219682937137506,163,32.40624199029032
2025-11-02T02:50:51.618862292Z,5.029422783,1.5381136829752975,151,30.02332603860557
2025-11-02T02:50:55.099049005Z,5.030085518,1.470643783993018,163,32.40501566359254
2025-11-02T02:50:56.650815244Z,5.031952619,1.4417623831763666,151,30.00823168124509
2025-11-02T02:51:00.128511224Z,5.029461627,1.7030307884283615,163,32.409035417420434
2025-11-02T02:51:01.681625638Z,5.03081095,1.5309325030390974,151,30.015041610736734
2025-11-02T02:51:05.156054957Z,5.027543992,1.5627065645773868,163,32.42139705975148
2025-11-02T02:51:06.713249680Z,5.031623504,1.5116059446724455,151,30.010194498845003
2025-11-02T02:51:10.157294271Z,5.001239907,1.6866473428306183,162,32.39196739457674
2025-11-02T02:51:11.745345813Z,5.032096393,1.5252839772061972,151,30.007374304286305
2025-11-02T02:51:15.158965936Z,5.001671239,1.5995101672455205,162,32.38917398985007
2025-11-02T02:51:16.776308998Z,5.030962778,1.4876405034694535,151,30.014135795301645
2025-11-02T02:51:20.186921386Z,5.027955635,1.5716145037146894,163,32.41874269242633
2025-11-02T02:51:21.806076586Z,5.029768218,1.5113062213873967,151,30.0212640931678
2025-11-02T02:51:25.214113129Z,5.027191724,1.570429065259179,163,32.42366890879295
2025-11-02T02:51:26.836923304Z,5.030846458,1.5095638603566384,151,30.014829762868505
2025-11-02T02:51:30.214836507Z,5.000723656,1.6631304931279731,162,32.39531138770848
2025-11-02T02:51:31.874140179Z,5.037217245,1.5106785413222732,151,29.97686870660271
2025-11-02T02:51:35.215017789Z,5.000181264,1.5957357501109983,162,32.39882545186066
