Transmit Start Time (since epoch as ms),Throughput (bytes per second),Latency (ms),Frames per Second,CPU Usage (%),Memory Used (bytes)
1761980066000,886.04456,1211,25.21,0.8460306,5515816960
1761980066000,1076.8615,1249,25.21,0.8460341,5518610432
1761980066000,1019.4856,1283,29.42,0.8460962,5517312000
1761980066000,942.5113,1322,29.42,0.8461062,5518974976
1761980066000,991.14386,1355,29.42,0.84615546,5520379904
1761980066000,845.9323,1389,29.42,0.84621114,5518295040
1761980066000,1791.4625,1429,29.42,0.8462922,5516701696
1761980066000,2110.809,1471,29.42,0.8463763,5516808192
1761980066000,1910.4181,1507,29.42,0.8464252,5518467072
1761980066000,2025.9235,1543,29.42,0.8464678,5517344768
1761980066000,1642.5856,1578,29.42,0.8465072,5518491648
1761980066000,1318.0693,1616,29.42,0.84652036,5518012416
1761980067000,2986.068,646,29.42,0.84660876,5517160448
1761980067000,2540.2637,683,29.42,0.8466739,5517389824
1761980067000,1832.636,717,29.42,0.8467166,5517848576
1761980067000,1277.3334,750,29.42,0.8467272,5517545472
1761980067000,1294.6428,784,27.94,0.84673417,5515927552
1761980067000,1517.7045,819,27.94,0.8467542,5517721600
1761980067000,1403.2825,853,27.94,0.8468033,5517463552
1761980067000,1435.1747,887,27.94,0.84685254,5518667776
1761980067000,1308.7758,923,27.94,0.84688216,5517500416
1761980067000,1247.3794,954,27.94,0.84692836,5518413824
1761980067000,1335.3535,990,27.94,0.8469449,5516767232
1761980067000,1439.4531,1024,27.94,0.8469651,5514706944
1761980067000,1357.9545,1056,27.94,0.84705967,5514412032
1761980067000,1359.091,1100,27.94,0.8471176,5515522048
1761980067000,1483.0659,1122,27.94,0.84717125,5517586432
1761980067000,1431.9167,1153,27.94,0.8472078,5515997184
1761980067000,1244.7257,1185,27.94,0.8472507,5515321344
1761980067000,1270.7137,1219,27.94,0.84730947,5518102528
1761980067000,1703.0255,1256,27.94,0.8473812,5516689408
1761980067000,1753.4884,1290,29.62,0.8474335,5516386304
1761980067000,1858.5403,1329,29.62,0.8474403,5515808768
1761980067000,1658.5724,1359,29.62,0.8474898,5516603392
1761980067000,1506.1019,1393,29.62,0.8475261,5517549568
1761980067000,1823.5294,1428,29.62,0.8475946,5517549568
1761980067000,1938.6084,1466,29.62,0.8476499,5517742080
1761980067000,1874.6667,1500,29.62,0.84766346,5518270464
1761980067000,1949.8698,1536,29.62,0.8477416,5517758464
1761980067000,2026.6666,1575,29.62,0.84778714,5518430208
1761980067000,1965.2174,1610,29.62,0.84782636,5519376384
1761980067000,1975.0304,1642,29.62,0.8478662,5517824000
1761980067000,2207.1428,1680,29.62,0.8479052,5517885440
1761980068000,4213.687,716,29.62,0.8479705,5519163392
1761980068000,4022.7275,748,29.62,0.8480782,5518262272
1761980068000,3489.7434,780,29.62,0.848108,5517959168
1761980068000,2733.17,817,28.59,0.8481731,5518151680
1761980068000,2003.5212,852,28.59,0.8482449,5517684736
1761980068000,1761.3123,884,28.59,0.84830403,5517684736
1761980068000,1441.081,925,28.59,0.84838814,5516881920
1761980068000,1364.0167,956,28.59,0.84846336,5516111872
1761980068000,1462.7015,992,28.59,0.8485158,5521960960
1761980068000,1367.5049,1034,28.59,0.84857714,5525286912
1761980068000,1185.1504,1064,28.59,0.8485976,5525422080
