ts,role,duration_s,bytes_exchanged,success,note
ts,role,duration_s,bytes_exchanged,success,note
2025-11-01T01:49:51Z,member,2.22833407,851,true,
ts,role,duration_s,bytes_exchanged,success,note
2025-11-01T01:50:33Z,member,3.408589893,851,true,
