ts,duration_s,bytes_encrypted,mbps,fps
ts,duration_s,bytes_encrypted,mbps,fps
2025-10-31T22:39:59Z,5.011795435,5513189,8.392659786671372,13.767520904541016
2025-10-31T22:39:59Z,5.075473975,79078,0.11886914674647454,13.791815757751465
2025-10-31T22:40:00Z,5.143633085,78788,0.1168638443673369,13.803473472595215
2025-10-31T22:40:00Z,5.211802011,78980,0.11561636048459728,13.814799308776855
2025-10-31T22:40:00Z,5.27548605,80128,0.1158809101580318,13.837587356567383
2025-10-31T22:40:00Z,5.343766199,81159,0.11587221590600108,13.84791088104248
2025-10-31T22:40:00Z,5.411933699,81510,0.11490753265456577,13.858262062072754
2025-10-31T22:40:00Z,5.475511923,80025,0.11150414900909736,13.879980087280273
2025-10-31T22:40:00Z,5.543654274,78958,0.10866509771789523,13.889754295349121
2025-10-31T22:40:00Z,5.611852996,80548,0.10950615975528041,13.899151802062988
2025-10-31T22:40:00Z,5.675527387,80697,0.10847789262694668,13.919410705566406
2025-10-31T22:40:00Z,5.743664553,80032,0.10630768866995843,13.928389549255371
2025-10-31T22:40:00Z,5.811875368,81469,0.10694639917584796,13.936981201171875
2025-10-31T22:40:00Z,5.875542815,80848,0.1049811580791791,13.956157684326172
2025-10-31T22:40:00Z,5.943703574,80346,0.10313289102930161,13.964357376098633
2025-10-31T22:40:00Z,6.011921407,82633,0.10486493678488988,13.972238540649414
2025-10-31T22:40:00Z,6.080069036,82104,0.10302577238594203,13.980104446411133
2025-10-31T22:40:01Z,6.143538814,80873,0.10043267286270315,13.998446464538574
2025-10-31T22:40:01Z,6.211659109,79501,0.09764613350241501,14.00592041015625
2025-10-31T22:40:01Z,6.2755341510000004,80421,0.0977707272136963,14.022710800170898
2025-10-31T22:40:01Z,6.343697132,79821,0.09599857751829793,14.02967357635498
2025-10-31T22:40:01Z,6.41184802,79285,0.0943404371911729,14.036514282226562
2025-10-31T22:40:01Z,6.475507207,78047,0.09195439614935305,14.052952766418457
2025-10-31T22:40:01Z,6.543698855,79114,0.09224017368771664,14.059327125549316
2025-10-31T22:40:01Z,6.611854836,78997,0.09115434242500303,14.065644264221191
2025-10-31T22:40:01Z,6.675550413,79731,0.09112346064925055,14.081235885620117
2025-10-31T22:40:01Z,6.74371519,80129,0.09065266506228761,14.087190628051758
2025-10-31T22:40:01Z,6.8119186339999995,81828,0.09164790850364773,14.092945098876953
2025-10-31T22:40:01Z,6.880122837,83491,0.09258348926315743,14.098586082458496
2025-10-31T22:40:01Z,6.943636579,83218,0.09143666245749849,14.113641738891602
2025-10-31T22:40:01Z,7.011734818,80752,0.08786539753413418,14.119187355041504
2025-10-31T22:40:01Z,7.075605249,81341,0.08770734922699562,14.133066177368164
2025-10-31T22:40:02Z,7.143731303,80091,0.08553594913987539,14.138270378112793
2025-10-31T22:40:02Z,7.211876543,79405,0.08400200268845703,14.14333724975586
2025-10-31T22:40:02Z,7.275555323,78993,0.08283474394069029,14.15699577331543
2025-10-31T22:40:02Z,7.343808582,81914,0.085099470752084,14.161588668823242
2025-10-31T22:40:02Z,7.411978582,81948,0.08435178490197033,14.166257858276367
2025-10-31T22:40:02Z,7.475599509,79667,0.08130598400694686,14.179465293884277
2025-10-31T22:40:02Z,7.543742712,79054,0.07995158083984208,14.183940887451172
2025-10-31T22:40:02Z,7.611976916,81899,0.08208640010474301,14.188166618347168
2025-10-31T22:40:02Z,7.680179008,82954,0.08240547431069885,14.192377090454102
2025-10-31T22:40:02Z,7.743686749,83276,0.0820468956942792,14.205120086669922
2025-10-31T22:40:02Z,7.811874452,84118,0.08215306238253502,14.209137916564941
2025-10-31T22:40:02Z,7.880014025,82939,0.0803011709141398,14.213172912597656
2025-10-31T22:40:02Z,7.943717176,83977,0.08065413840342663,14.225078582763672
2025-10-31T22:40:02Z,8.011890453,84210,0.0801897276610907,14.228851318359375
